Record_ID,Date,Time,Frequency,Pin,Diameter corr.
8,15.07.2024,10:04:18,10kHz,No,None 

,Susceptibility[10-3SI],,Trigger data
1,0.0000,,0
2,0.0055,,0
3,0.0180,,0
4,0.0413,,0
5,0.0415,,0
6,0.0542,,0
7,0.0718,,0
8,0.0961,,0
9,0.1183,,0
10,0.1707,,0
11,0.2306,,0
12,0.2130,,0
13,0.1954,,0
14,0.2099,,0
15,0.2439,,0
16,0.3232,,0
17,0.4587,,0
18,0.3704,,0
19,0.2536,,0
20,0.1750,,0
21,0.1600,,0
22,0.1418,,0
23,0.1350,,0
24,0.1247,,0
25,0.1306,,0
26,0.1180,,0
27,0.0818,,0
28,0.0596,,0
29,0.0714,,0
30,0.0829,,0
31,0.0780,,0
32,0.0504,,0
33,0.0454,,0
34,0.0669,,0
35,0.0962,,0
36,0.1254,,0
37,0.1076,,0
38,0.0606,,0
39,0.0615,,0
40,0.0674,,0
41,0.0819,,0
42,0.0722,,0
43,0.0939,,0
44,0.1126,,0
45,0.1372,,0
46,0.1914,,0
47,0.3154,,0
48,0.4229,,0
49,0.2307,,0
50,0.1834,,0
51,0.1808,,0
52,0.1664,,0
53,0.1885,,0
54,0.4404,,0
55,0.5403,,0
56,0.3870,,0
57,0.2194,,0
58,0.1084,,0
59,0.0414,,0
60,0.0154,,0
61,0.0000,,0
62,0.0000,,0
63,0.0000,,0

,Min,Max,Avg
Kappa[10-3SI],0,0.540308,0.14739,
Sigma[S/m],0,7.39227e+31,nan,
