record_id,trench_id,scan_idx,susceptibility,depth
15,2,11,0.1971,17.4468085106383
15,2,12,0.152,19.19148936170213
15,2,13,0.1196,20.93617021276596
15,2,14,0.129,22.680851063829788
15,2,15,0.0905,24.425531914893618
15,2,16,0.0764,26.170212765957448
15,2,17,0.0819,27.914893617021278
15,2,18,0.1021,29.659574468085108
15,2,19,0.0915,31.404255319148938
15,2,20,0.0579,33.148936170212764
15,2,21,0.037,34.8936170212766
15,2,22,0.0523,36.63829787234043
15,2,23,0.0766,38.38297872340426
15,2,24,0.0267,40.12765957446808
15,2,25,0.0038,41.87234042553192
15,2,26,0.0,43.61702127659575
15,2,27,0.0,45.361702127659576
15,2,28,0.0137,47.1063829787234
15,2,29,0.0666,48.851063829787236
15,2,30,0.0869,50.59574468085107
15,2,31,0.0296,52.340425531914896
15,2,32,0.012,54.08510638297872
15,2,33,0.0,55.829787234042556
15,2,34,0.0,57.57446808510639
15,2,35,0.0,59.319148936170215
15,2,36,0.0,61.06382978723404
15,2,37,0.0,62.808510638297875
15,2,38,0.0,64.55319148936171
15,2,39,0.0,66.29787234042553
15,2,40,0.0,68.04255319148936
15,2,41,0.0,69.7872340425532
15,2,42,0.0,71.53191489361703
15,2,43,0.0,73.27659574468086
15,2,44,0.0,75.02127659574468
15,2,45,0.0,76.76595744680851
15,2,46,0.0162,78.51063829787235
15,2,47,0.046,80.25531914893617
15,2,48,0.0333,82.0
16,2,1,0.0023,0.0
16,2,2,0.0411,1.7826086956521738
16,2,3,0.1073,3.5652173913043477
16,2,4,0.1671,5.3478260869565215
16,2,5,0.1701,7.130434782608695
16,2,6,0.2057,8.91304347826087
16,2,7,0.317,10.695652173913043
16,2,8,0.3931,12.478260869565217
16,2,9,0.3598,14.26086956521739
16,2,10,0.2343,16.043478260869563
16,2,11,0.1197,17.82608695652174
16,2,12,0.0724,19.608695652173914
16,2,13,0.0549,21.391304347826086
16,2,14,0.0514,23.173913043478258
16,2,15,0.0485,24.956521739130434
16,2,16,0.0596,26.73913043478261
16,2,17,0.0958,28.52173913043478
16,2,18,0.1009,30.304347826086953
16,2,19,0.0791,32.086956521739125
16,2,20,0.0467,33.869565217391305
16,2,21,0.0432,35.65217391304348
16,2,22,0.0624,37.43478260869565
16,2,23,0.0792,39.21739130434783
16,2,24,0.0429,41.0
16,2,25,0.0131,42.78260869565217
16,2,26,0.0,44.565217391304344
16,2,27,0.0,46.347826086956516
16,2,28,0.0153,48.130434782608695
16,2,29,0.0487,49.91304347826087
16,2,30,0.0341,51.69565217391304
16,2,31,0.0,53.47826086956522
16,2,32,0.0,55.26086956521739
16,2,33,0.0,57.04347826086956
16,2,34,0.0,58.826086956521735
16,2,35,0.0,60.60869565217391
16,2,36,0.0,62.391304347826086
16,2,37,0.0,64.17391304347825
16,2,38,0.0,65.95652173913044
16,2,39,0.0,67.73913043478261
16,2,40,0.0,69.52173913043478
16,2,41,0.0,71.30434782608695
16,2,42,0.0,73.08695652173913
16,2,43,0.0272,74.8695652173913
16,2,44,0.0644,76.65217391304347
16,2,45,0.0949,78.43478260869566
16,2,46,0.0427,80.21739130434783
16,2,47,0.0,82.0
17,2,1,0.0015,0.0
17,2,2,0.0224,1.7446808510638299
17,2,3,0.0817,3.4893617021276597
17,2,4,0.1226,5.23404255319149
17,2,5,0.222,6.9787234042553195
17,2,6,0.2353,8.72340425531915
17,2,7,0.3192,10.46808510638298
17,2,8,0.4094,12.212765957446809
17,2,9,0.3169,13.957446808510639
17,2,10,0.1578,15.702127659574469
17,2,11,0.1349,17.4468085106383
17,2,12,0.1433,19.19148936170213
17,2,13,0.1577,20.93617021276596
17,2,14,0.1421,22.680851063829788
17,2,15,0.1194,24.425531914893618
17,2,16,0.1074,26.170212765957448
17,2,17,0.1184,27.914893617021278
17,2,18,0.1759,29.659574468085108
17,2,19,0.1785,31.404255319148938
17,2,20,0.0985,33.148936170212764
17,2,21,0.0755,34.8936170212766
17,2,22,0.1265,36.63829787234043
17,2,23,0.1248,38.38297872340426
17,2,24,0.0723,40.12765957446808
17,2,25,0.0265,41.87234042553192
17,2,26,0.0245,43.61702127659575
17,2,27,0.0474,45.361702127659576
17,2,28,0.1399,47.1063829787234
17,2,29,0.0974,48.851063829787236
17,2,30,0.0464,50.59574468085107
17,2,31,0.0108,52.340425531914896
17,2,32,0.0,54.08510638297872
17,2,33,0.0054,55.829787234042556
17,2,34,0.002,57.57446808510639
17,2,35,0.0,59.319148936170215
17,2,36,0.0,61.06382978723404
17,2,37,0.0,62.808510638297875
17,2,38,0.0,64.55319148936171
17,2,39,0.0,66.29787234042553
17,2,40,0.0,68.04255319148936
17,2,41,0.0,69.7872340425532
17,2,42,0.0,71.53191489361703
17,2,43,0.0,73.27659574468086
17,2,44,0.0265,75.02127659574468
17,2,45,0.0684,76.76595744680851
17,2,46,0.0768,78.51063829787235
17,2,47,0.0532,80.25531914893617
17,2,48,0.0218,82.0
18,2,1,0.0073,0.0
18,2,2,0.0175,2.0
18,2,3,0.0784,4.0
18,2,4,0.1061,6.0
18,2,5,0.1643,8.0
18,2,6,0.207,10.0
18,2,7,0.2964,12.0
18,2,8,0.356,14.0
18,2,9,0.3428,16.0
18,2,10,0.1952,18.0
18,2,11,0.1197,20.0
18,2,12,0.0845,22.0
18,2,13,0.0604,24.0
18,2,14,0.0843,26.0
18,2,15,0.1314,28.0
18,2,16,0.1786,30.0
18,2,17,0.1461,32.0
18,2,18,0.137,34.0
18,2,19,0.1811,36.0
18,2,20,0.1808,38.0
18,2,21,0.1357,40.0
18,2,22,0.0472,42.0
18,2,23,0.0243,44.0
18,2,24,0.0332,46.0
18,2,25,0.0695,48.0
18,2,26,0.1178,50.0
18,2,27,0.0831,52.0
18,2,28,0.0352,54.0
18,2,29,0.0665,56.0
18,2,30,0.0034,58.0
18,2,31,0.0,60.0
18,2,32,0.0,62.0
18,2,33,0.0,64.0
18,2,34,0.0,66.0
18,2,35,0.0,68.0
18,2,36,0.0,70.0
18,2,37,0.0,72.0
18,2,38,0.0075,74.0
18,2,39,0.0516,76.0
18,2,40,0.0486,78.0
18,2,41,0.0399,80.0
18,2,42,0.032,82.0
19,3,1,0.0075,0.0
19,3,2,0.0401,2.061224489795918
19,3,3,0.0691,4.122448979591836
19,3,4,0.1189,6.183673469387754
19,3,5,0.1188,8.244897959183673
19,3,6,0.0938,10.306122448979592
19,3,7,0.1409,12.367346938775508
19,3,8,0.1989,14.428571428571427
19,3,9,0.1937,16.489795918367346
19,3,10,0.2038,18.551020408163264
19,3,11,0.1892,20.612244897959183
19,3,12,0.2106,22.6734693877551
19,3,13,0.2466,24.734693877551017
19,3,14,0.15,26.795918367346935
19,3,15,0.1145,28.857142857142854
19,3,16,0.1498,30.918367346938773
19,3,17,0.2634,32.97959183673469
19,3,18,0.3586,35.04081632653061
19,3,19,0.3358,37.10204081632653
19,3,20,0.2421,39.16326530612245
19,3,21,0.1634,41.224489795918366
19,3,22,0.1497,43.285714285714285
19,3,23,0.1712,45.3469387755102
19,3,24,0.1431,47.40816326530612
19,3,25,0.2023,49.469387755102034
19,3,26,0.3434,51.53061224489795
19,3,27,0.9272,53.59183673469387
19,3,28,0.9581,55.65306122448979
19,3,29,0.6301,57.71428571428571
19,3,30,0.567,59.77551020408163
19,3,31,0.5774,61.836734693877546
19,3,32,0.3133,63.897959183673464
19,3,33,0.2116,65.95918367346938
19,3,34,0.2303,68.0204081632653
19,3,35,0.2001,70.08163265306122
19,3,36,0.1136,72.14285714285714
19,3,37,0.0615,74.20408163265306
19,3,38,0.0391,76.26530612244898
19,3,39,0.052,78.3265306122449
19,3,40,0.0038,80.38775510204081
19,3,41,0.0023,82.44897959183673
19,3,42,0.0,84.51020408163265
19,3,43,0.0,86.57142857142857
19,3,44,0.0,88.63265306122449
19,3,45,0.0,90.6938775510204
19,3,46,0.0,92.75510204081633
19,3,47,0.0,94.81632653061224
19,3,48,0.0,96.87755102040816
19,3,49,0.0,98.93877551020407
19,3,50,0.0,100.99999999999999
20,3,1,0.0173,0.0
20,3,2,0.0873,2.148936170212766
20,3,3,0.1509,4.297872340425532
20,3,4,0.1223,6.446808510638299
20,3,5,0.1011,8.595744680851064
20,3,6,0.0791,10.74468085106383
20,3,7,0.0857,12.893617021276597
20,3,8,0.0903,15.042553191489363
20,3,9,0.0939,17.19148936170213
20,3,10,0.0774,19.340425531914896
20,3,11,0.0558,21.48936170212766
20,3,12,0.0603,23.638297872340427
20,3,13,0.0628,25.787234042553195
20,3,14,0.0664,27.93617021276596
20,3,15,0.0725,30.085106382978726
20,3,16,0.0864,32.23404255319149
20,3,17,0.1051,34.38297872340426
20,3,18,0.2006,36.53191489361702
20,3,19,0.2989,38.68085106382979
20,3,20,0.2743,40.829787234042556
20,3,21,0.1988,42.97872340425532
20,3,22,0.097,45.12765957446809
20,3,23,0.1143,47.276595744680854
20,3,24,0.1696,49.42553191489362
20,3,25,0.2363,51.57446808510639
20,3,26,0.4793,53.72340425531915
20,3,27,0.5005,55.87234042553192
20,3,28,0.8186,58.02127659574468
20,3,29,0.839,60.17021276595745
20,3,30,0.4241,62.319148936170215
20,3,31,0.2577,64.46808510638299
20,3,32,0.1792,66.61702127659575
20,3,33,0.0812,68.76595744680851
20,3,34,0.0465,70.91489361702128
20,3,35,0.0242,73.06382978723404
20,3,36,0.009,75.2127659574468
20,3,37,0.0014,77.36170212765958
20,3,38,0.0,79.51063829787235
20,3,39,0.0071,81.65957446808511
20,3,40,0.0148,83.80851063829788
20,3,41,0.0061,85.95744680851064
20,3,42,0.0131,88.1063829787234
20,3,43,0.0283,90.25531914893618
20,3,44,0.0313,92.40425531914894
20,3,45,0.0128,94.55319148936171
20,3,46,0.0,96.70212765957447
20,3,47,0.0,98.85106382978724
20,3,48,0.0,101.0
21,3,1,0.0688,0.0
21,3,2,0.0662,2.1956521739130435
21,3,3,0.0769,4.391304347826087
21,3,4,0.08,6.586956521739131
21,3,5,0.0884,8.782608695652174
21,3,6,0.1127,10.978260869565217
21,3,7,0.0934,13.173913043478262
21,3,8,0.076,15.369565217391305
21,3,9,0.0664,17.565217391304348
21,3,10,0.069,19.76086956521739
21,3,11,0.0781,21.956521739130434
21,3,12,0.1225,24.152173913043477
21,3,13,0.1532,26.347826086956523
21,3,14,0.1035,28.543478260869566
21,3,15,0.091,30.73913043478261
21,3,16,0.0761,32.93478260869565
21,3,17,0.1205,35.130434782608695
21,3,18,0.1592,37.32608695652174
21,3,19,0.1586,39.52173913043478
21,3,20,0.1179,41.71739130434783
21,3,21,0.0519,43.91304347826087
21,3,22,0.0354,46.108695652173914
21,3,23,0.0617,48.30434782608695
21,3,24,0.1065,50.5
21,3,25,0.1593,52.69565217391305
21,3,26,0.2745,54.891304347826086
21,3,27,0.6124,57.08695652173913
21,3,28,0.5969,59.28260869565217
21,3,29,0.3088,61.47826086956522
21,3,30,0.2011,63.67391304347826
21,3,31,0.1802,65.8695652173913
21,3,32,0.1224,68.06521739130434
21,3,33,0.0287,70.26086956521739
21,3,34,0.0314,72.45652173913044
21,3,35,0.0762,74.65217391304348
21,3,36,0.041,76.84782608695652
21,3,37,0.01,79.04347826086956
21,3,38,0.0046,81.23913043478261
21,3,39,0.0085,83.43478260869566
21,3,40,0.0,85.63043478260869
21,3,41,0.0,87.82608695652173
21,3,42,0.0168,90.02173913043478
21,3,43,0.0,92.21739130434783
21,3,44,0.0,94.41304347826087
21,3,45,0.0,96.6086956521739
21,3,46,0.0,98.80434782608695
21,3,47,0.0,101.0
22,3,1,0.1703,0.0
22,3,2,0.2653,2.1041666666666665
22,3,3,0.1623,4.208333333333333
22,3,4,0.1173,6.3125
22,3,5,0.1007,8.416666666666666
22,3,6,0.1069,10.520833333333332
22,3,7,0.1378,12.625
22,3,8,0.1089,14.729166666666666
22,3,9,0.0711,16.833333333333332
22,3,10,0.0668,18.9375
22,3,11,0.0913,21.041666666666664
22,3,12,0.1054,23.145833333333332
22,3,13,0.1298,25.25
22,3,14,0.1597,27.354166666666664
22,3,15,0.1494,29.458333333333332
22,3,16,0.1661,31.562499999999996
22,3,17,0.3037,33.666666666666664
22,3,18,0.3447,35.77083333333333
22,3,19,0.2979,37.875
22,3,20,0.1919,39.979166666666664
22,3,21,0.1206,42.08333333333333
22,3,22,0.1193,44.1875
22,3,23,0.1713,46.291666666666664
22,3,24,0.1977,48.39583333333333
22,3,25,0.2363,50.5
22,3,26,0.3267,52.604166666666664
22,3,27,0.5337,54.70833333333333
22,3,28,1.0611,56.81249999999999
22,3,29,1.7624,58.916666666666664
22,3,30,1.5139,61.02083333333333
22,3,31,0.5751,63.12499999999999
22,3,32,0.3698,65.22916666666666
22,3,33,0.3335,67.33333333333333
22,3,34,0.1704,69.4375
22,3,35,0.1023,71.54166666666666
22,3,36,0.0675,73.64583333333333
22,3,37,0.0187,75.75
22,3,38,0.0,77.85416666666666
22,3,39,0.0,79.95833333333333
22,3,40,0.0,82.0625
22,3,41,0.0,84.16666666666666
22,3,42,0.0,86.27083333333333
22,3,43,0.0,88.375
22,3,44,0.0,90.47916666666666
22,3,45,0.0,92.58333333333333
22,3,46,0.0,94.6875
22,3,47,0.0,96.79166666666666
22,3,48,0.0,98.89583333333333
22,3,49,0.0,101.0
34,5,1,0.0105,0.0
34,5,2,0.0332,2.128205128205128
34,5,3,0.1063,4.256410256410256
34,5,4,0.2637,6.384615384615385
34,5,5,0.492,8.512820512820513
34,5,6,0.5741,10.64102564102564
34,5,7,0.5809,12.76923076923077
34,5,8,0.3824,14.897435897435898
34,5,9,0.24,17.025641025641026
34,5,10,0.1693,19.153846153846153
34,5,11,0.1536,21.28205128205128
34,5,12,0.1423,23.41025641025641
34,5,13,0.09,25.53846153846154
34,5,14,0.0396,27.666666666666668
34,5,15,0.0336,29.794871794871796
34,5,16,0.0536,31.923076923076923
34,5,17,0.1197,34.05128205128205
34,5,18,0.2305,36.17948717948718
34,5,19,0.2754,38.30769230769231
34,5,20,0.2443,40.43589743589744
34,5,21,0.111,42.56410256410256
34,5,22,0.0446,44.69230769230769
34,5,23,0.0426,46.82051282051282
34,5,24,0.0277,48.94871794871795
34,5,25,0.0312,51.07692307692308
34,5,26,0.0567,53.205128205128204
34,5,27,0.0536,55.333333333333336
34,5,28,0.0576,57.46153846153846
34,5,29,0.0303,59.58974358974359
34,5,30,0.0,61.717948717948715
34,5,31,0.0,63.84615384615385
34,5,32,0.0198,65.97435897435898
34,5,33,0.1133,68.1025641025641
34,5,34,0.218,70.23076923076923
34,5,35,0.2183,72.35897435897436
34,5,36,0.1352,74.48717948717949
34,5,37,0.0827,76.61538461538461
34,5,38,0.0909,78.74358974358974
34,5,39,0.0492,80.87179487179488
34,5,40,0.0056,83.0
35,5,1,0.0198,0.0
35,5,2,0.0259,2.6774193548387095
35,5,3,0.0497,5.354838709677419
35,5,4,0.1316,8.032258064516128
35,5,5,0.2267,10.709677419354838
35,5,6,0.2945,13.387096774193548
35,5,7,0.2621,16.064516129032256
35,5,8,0.1706,18.741935483870968
35,5,9,0.1362,21.419354838709676
35,5,10,0.0575,24.096774193548384
35,5,11,0.0245,26.774193548387096
35,5,12,0.0764,29.451612903225804
35,5,13,0.1028,32.12903225806451
35,5,14,0.036,34.806451612903224
35,5,15,0.0116,37.483870967741936
35,5,16,0.0298,40.16129032258064
35,5,17,0.0251,42.83870967741935
35,5,18,0.0225,45.516129032258064
35,5,19,0.065,48.19354838709677
35,5,20,0.0505,50.87096774193548
35,5,21,0.0495,53.54838709677419
35,5,22,0.0266,56.2258064516129
35,5,23,0.0237,58.90322580645161
35,5,24,0.0437,61.58064516129032
35,5,25,0.2014,64.25806451612902
35,5,26,0.3176,66.93548387096774
35,5,27,0.2647,69.61290322580645
35,5,28,0.1675,72.29032258064515
35,5,29,0.1356,74.96774193548387
35,5,30,0.0373,77.64516129032258
35,5,31,0.017,80.32258064516128
35,5,32,0.0021,83.0
36,5,1,0.0242,0.0
36,5,2,0.0462,2.6774193548387095
36,5,3,0.135,5.354838709677419
36,5,4,0.3122,8.032258064516128
36,5,5,0.4329,10.709677419354838
36,5,6,0.5619,13.387096774193548
36,5,7,0.4877,16.064516129032256
36,5,8,0.4187,18.741935483870968
36,5,9,0.3462,21.419354838709676
36,5,10,0.2535,24.096774193548384
36,5,11,0.2043,26.774193548387096
36,5,12,0.1781,29.451612903225804
36,5,13,0.0901,32.12903225806451
36,5,14,0.0783,34.806451612903224
36,5,15,0.1447,37.483870967741936
36,5,16,0.2522,40.16129032258064
36,5,17,0.1397,42.83870967741935
36,5,18,0.0566,45.516129032258064
36,5,19,0.0512,48.19354838709677
36,5,20,0.0492,50.87096774193548
36,5,21,0.0587,53.54838709677419
36,5,22,0.0564,56.2258064516129
36,5,23,0.0348,58.90322580645161
36,5,24,0.0291,61.58064516129032
36,5,25,0.0341,64.25806451612902
36,5,26,0.0903,66.93548387096774
36,5,27,0.1672,69.61290322580645
36,5,28,0.2456,72.29032258064515
36,5,29,0.2408,74.96774193548387
36,5,30,0.1376,77.64516129032258
36,5,31,0.0884,80.32258064516128
36,5,32,0.0429,83.0
37,5,1,0.0275,0.0
37,5,2,0.0425,2.59375
37,5,3,0.0576,5.1875
37,5,4,0.0972,7.78125
37,5,5,0.1425,10.375
37,5,6,0.1514,12.96875
37,5,7,0.1629,15.5625
37,5,8,0.1282,18.15625
37,5,9,0.0838,20.75
37,5,10,0.0499,23.34375
37,5,11,0.0303,25.9375
37,5,12,0.0139,28.53125
37,5,13,0.0466,31.125
37,5,14,0.1037,33.71875
37,5,15,0.0611,36.3125
37,5,16,0.0102,38.90625
37,5,17,0.0224,41.5
37,5,18,0.0313,44.09375
37,5,19,0.0192,46.6875
37,5,20,0.0152,49.28125
37,5,21,0.0148,51.875
37,5,22,0.0037,54.46875
37,5,23,0.0,57.0625
37,5,24,0.0,59.65625
37,5,25,0.0071,62.25
37,5,26,0.0052,64.84375
37,5,27,0.0253,67.4375
37,5,28,0.0763,70.03125
37,5,29,0.1474,72.625
37,5,30,0.1458,75.21875
37,5,31,0.1155,77.8125
37,5,32,0.09,80.40625
37,5,33,0.0284,83.0
38,5,1,0.1005,0.0
38,5,2,0.2293,2.6774193548387095
38,5,3,0.2982,5.354838709677419
38,5,4,0.2942,8.032258064516128
38,5,5,0.2635,10.709677419354838
38,5,6,0.1968,13.387096774193548
38,5,7,0.1645,16.064516129032256
38,5,8,0.1442,18.741935483870968
38,5,9,0.1065,21.419354838709676
38,5,10,0.0496,24.096774193548384
