,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
I_7_hsgp_coeffs[20],-0.264,0.817,-1.84,1.269,0.01,0.023,6430.0,1357.0,1.0
I_7_hsgp_coeffs[21],-0.114,0.888,-1.686,1.622,0.013,0.022,4508.0,1432.0,1.0
I_7_hsgp_coeffs[22],0.424,0.879,-1.306,2.015,0.012,0.027,5643.0,1270.0,1.0
I_7_hsgp_coeffs[23],-0.029,0.886,-1.658,1.6,0.011,0.02,6396.0,1462.0,1.0
I_7_hsgp_coeffs[24],-0.45,0.885,-2.048,1.208,0.012,0.023,5683.0,1232.0,1.0
I_7_hsgp_coeffs[25],0.403,0.877,-1.152,2.164,0.012,0.026,5503.0,1325.0,1.0
I_7_hsgp_coeffs[26],0.313,0.924,-1.314,2.14,0.013,0.024,5137.0,1466.0,1.0
I_7_hsgp_coeffs[27],-0.763,0.841,-2.301,0.848,0.013,0.023,4283.0,1250.0,1.0
I_7_hsgp_coeffs[28],-0.069,0.877,-1.725,1.474,0.013,0.025,4523.0,1068.0,1.0
I_7_hsgp_coeffs[29],0.933,0.855,-0.57,2.667,0.013,0.027,4568.0,1245.0,1.0
I_7_hsgp_coeffs[30],-0.209,0.871,-1.855,1.357,0.013,0.026,4221.0,1452.0,1.0
I_7_hsgp_coeffs[31],-0.82,0.887,-2.418,0.969,0.016,0.027,3178.0,1628.0,1.0
I_7_hsgp_coeffs[32],0.52,0.893,-1.078,2.234,0.015,0.023,3711.0,1398.0,1.0
I_7_hsgp_coeffs[33],0.434,0.886,-1.259,2.013,0.013,0.022,4401.0,1434.0,1.0
I_7_hsgp_coeffs[34],-0.732,0.865,-2.34,0.949,0.015,0.025,3455.0,1189.0,1.0
I_7_hsgp_coeffs[35],0.004,0.903,-1.665,1.737,0.012,0.022,5677.0,1501.0,1.0
I_7_hsgp_coeffs[36],0.835,0.854,-0.764,2.454,0.015,0.019,3260.0,1506.0,1.0
I_7_hsgp_coeffs[37],-0.274,0.875,-1.82,1.519,0.013,0.022,4392.0,1394.0,1.0
I_7_hsgp_coeffs[38],-0.716,0.896,-2.346,1.104,0.014,0.024,4366.0,1335.0,1.0
I_7_hsgp_coeffs[39],0.347,0.871,-1.446,1.835,0.013,0.024,4173.0,1229.0,1.0
I_7_hsgp_coeffs[40],0.367,0.888,-1.309,2.077,0.012,0.026,5201.0,1122.0,1.0
I_7_hsgp_coeffs[41],-0.175,0.858,-1.811,1.369,0.012,0.022,5358.0,1235.0,1.0
I_7_hsgp_coeffs[42],0.188,0.868,-1.452,1.777,0.013,0.021,4238.0,1507.0,1.0
I_7_hsgp_coeffs[43],-0.129,0.872,-1.88,1.374,0.012,0.022,5017.0,1418.0,1.0
I_7_hsgp_coeffs[44],-0.715,0.823,-2.149,0.924,0.013,0.02,3800.0,1460.0,1.0
I_7_hsgp_coeffs[45],0.313,0.832,-1.281,1.813,0.014,0.02,3681.0,1415.0,1.0
I_7_hsgp_coeffs[46],0.965,0.833,-0.603,2.533,0.014,0.019,3395.0,1610.0,1.0
I_7_hsgp_coeffs[47],-0.471,0.849,-2.027,1.111,0.015,0.023,3327.0,1648.0,1.0
I_7_hsgp_coeffs[48],-0.471,0.664,-1.699,0.755,0.013,0.015,2748.0,1658.0,1.0
I_7_hsgp_coeffs[49],0.693,0.722,-0.635,2.082,0.011,0.018,3976.0,1484.0,1.0
ell_t[0],7.625,3.819,1.395,14.393,0.14,0.093,776.0,1166.0,1.0
ell_t[1],4.432,2.759,0.284,9.159,0.072,0.056,1457.0,1487.0,1.0
ell_t[2],6.711,3.717,0.316,13.049,0.099,0.079,1373.0,1326.0,1.0
ell_t[3],4.667,2.692,0.429,9.405,0.06,0.071,1865.0,1534.0,1.0
ell_t[4],5.8,2.56,1.0,10.427,0.063,0.062,1518.0,1032.0,1.0
ell_t[5],8.937,4.277,0.941,16.172,0.122,0.087,1149.0,1000.0,1.0
ell_t[6],10.789,3.533,4.412,17.203,0.086,0.083,1636.0,1182.0,1.0
ell_t[7],8.335,3.56,1.18,14.446,0.097,0.091,1212.0,815.0,1.0
eta_t[0],1.134,0.383,0.505,1.86,0.012,0.009,957.0,1392.0,1.0
eta_t[1],1.119,0.397,0.437,1.849,0.012,0.009,1088.0,1326.0,1.0
eta_t[2],1.05,0.364,0.438,1.714,0.011,0.009,1121.0,1261.0,1.0
eta_t[3],1.271,0.386,0.57,1.961,0.012,0.007,1078.0,1333.0,1.0
eta_t[4],1.132,0.358,0.503,1.751,0.01,0.009,1191.0,1473.0,1.0
eta_t[5],1.018,0.327,0.45,1.599,0.01,0.009,921.0,1455.0,1.0
eta_t[6],1.021,0.34,0.473,1.676,0.009,0.007,1260.0,1333.0,1.0
eta_t[7],0.823,0.274,0.363,1.342,0.008,0.007,1031.0,1109.0,1.0
sigma_y_t[0],0.216,0.016,0.186,0.246,0.0,0.0,1591.0,1474.0,1.0
sigma_y_t[1],0.14,0.012,0.118,0.161,0.0,0.0,1871.0,1615.0,1.0
sigma_y_t[2],0.179,0.013,0.154,0.204,0.0,0.0,3994.0,1533.0,1.0
sigma_y_t[3],0.236,0.019,0.201,0.272,0.0,0.0,2696.0,1485.0,1.0
sigma_y_t[4],0.125,0.009,0.109,0.142,0.0,0.0,3518.0,1397.0,1.0
sigma_y_t[5],0.15,0.011,0.128,0.171,0.0,0.0,2585.0,1439.0,1.0
sigma_y_t[6],0.187,0.015,0.159,0.213,0.0,0.0,4005.0,1381.0,1.0
sigma_y_t[7],0.127,0.01,0.109,0.145,0.0,0.0,2686.0,1470.0,1.0
log_b_mag_sigma,0.141,0.112,0.0,0.341,0.002,0.003,1834.0,1356.0,1.0
log_b_sigma,0.155,0.123,0.0,0.372,0.003,0.003,1572.0,1091.0,1.0
phi_t[0],1.178,0.441,0.455,1.993,0.007,0.011,4308.0,1142.0,1.0
phi_t[1],1.131,0.49,0.305,2.013,0.008,0.014,3779.0,1283.0,1.0
phi_t[2],1.612,0.581,0.56,2.692,0.008,0.014,4372.0,1583.0,1.0
phi_t[3],1.308,0.485,0.458,2.197,0.007,0.012,4384.0,1212.0,1.0
phi_t[4],1.15,0.577,0.226,2.207,0.009,0.014,3439.0,1178.0,1.0
phi_t[5],1.206,0.515,0.365,2.125,0.009,0.013,3652.0,1546.0,1.0
phi_t[6],1.327,0.52,0.413,2.25,0.008,0.014,4499.0,1294.0,1.0
phi_t[7],1.379,0.584,0.413,2.432,0.008,0.014,3823.0,1237.0,1.0
log_b_mag_t[0],0.291,0.24,-0.14,0.74,0.008,0.005,988.0,1543.0,1.01
log_b_mag_t[1],0.35,0.249,-0.107,0.803,0.008,0.005,1030.0,1393.0,1.0
log_b_mag_t[2],0.354,0.241,-0.108,0.778,0.007,0.005,1135.0,1551.0,1.0
log_b_mag_t[3],0.386,0.242,-0.058,0.818,0.007,0.005,1085.0,1489.0,1.0
log_b_mag_t[4],0.298,0.244,-0.142,0.774,0.008,0.005,906.0,1231.0,1.0
log_b_mag_t[5],0.326,0.24,-0.105,0.776,0.007,0.004,1083.0,1679.0,1.0
log_b_mag_t[6],0.35,0.246,-0.086,0.833,0.008,0.005,1060.0,1328.0,1.0
log_b_mag_t[7],0.307,0.238,-0.112,0.752,0.008,0.005,987.0,1643.0,1.0
b_mag_t[0],1.376,0.333,0.842,2.043,0.011,0.008,988.0,1543.0,1.01
b_mag_t[1],1.466,0.395,0.853,2.159,0.012,0.015,1030.0,1393.0,1.0
b_mag_t[2],1.469,0.377,0.897,2.177,0.012,0.014,1135.0,1551.0,1.0
b_mag_t[3],1.516,0.395,0.906,2.21,0.012,0.013,1085.0,1489.0,1.0
b_mag_t[4],1.388,0.346,0.809,2.058,0.011,0.009,906.0,1231.0,1.0
b_mag_t[5],1.427,0.353,0.88,2.138,0.011,0.008,1083.0,1679.0,1.0
b_mag_t[6],1.464,0.386,0.823,2.132,0.012,0.013,1060.0,1328.0,1.0
b_mag_t[7],1.399,0.348,0.839,2.058,0.011,0.009,987.0,1643.0,1.0
log_b_t[0],0.227,0.262,-0.288,0.713,0.007,0.006,1287.0,1460.0,1.0
log_b_t[1],0.157,0.26,-0.334,0.615,0.007,0.005,1440.0,1550.0,1.0
log_b_t[2],0.138,0.261,-0.331,0.668,0.007,0.005,1347.0,1583.0,1.0
log_b_t[3],0.113,0.271,-0.407,0.629,0.007,0.006,1258.0,1438.0,1.0
log_b_t[4],0.223,0.271,-0.266,0.745,0.008,0.006,1295.0,1644.0,1.0
log_b_t[5],0.159,0.26,-0.349,0.627,0.007,0.005,1401.0,1760.0,1.0
log_b_t[6],0.151,0.262,-0.341,0.638,0.007,0.005,1362.0,1720.0,1.0
log_b_t[7],0.177,0.261,-0.3,0.652,0.007,0.005,1415.0,1610.0,1.0
b_t[0],1.3,0.363,0.705,1.972,0.01,0.012,1287.0,1460.0,1.0
b_t[1],1.209,0.316,0.674,1.808,0.008,0.008,1440.0,1550.0,1.0
b_t[2],1.188,0.311,0.649,1.777,0.009,0.007,1347.0,1583.0,1.0
b_t[3],1.16,0.303,0.565,1.693,0.009,0.007,1258.0,1438.0,1.0
b_t[4],1.297,0.374,0.688,1.983,0.011,0.011,1295.0,1644.0,1.0
b_t[5],1.213,0.32,0.651,1.8,0.009,0.008,1401.0,1760.0,1.0
b_t[6],1.204,0.318,0.656,1.806,0.009,0.007,1362.0,1720.0,1.0
b_t[7],1.235,0.326,0.723,1.883,0.009,0.007,1415.0,1610.0,1.0
I_0[0],-0.588,0.345,-1.27,0.019,0.009,0.008,1476.0,1396.0,1.0
I_0[1],-0.62,0.348,-1.273,0.031,0.009,0.008,1446.0,1376.0,1.0
I_0[2],-0.711,0.361,-1.398,-0.055,0.01,0.009,1343.0,1396.0,1.0
I_0[3],-0.928,0.397,-1.64,-0.189,0.011,0.009,1245.0,1394.0,1.0
I_0[4],-0.985,0.406,-1.731,-0.235,0.011,0.009,1239.0,1530.0,1.0
I_0[5],-1.042,0.415,-1.791,-0.262,0.012,0.01,1229.0,1504.0,1.0
I_0[6],-1.323,0.456,-2.218,-0.581,0.013,0.011,1235.0,1552.0,1.0
I_0[7],-1.341,0.458,-2.243,-0.586,0.013,0.011,1247.0,1553.0,1.0
I_0[8],-1.343,0.458,-2.253,-0.593,0.013,0.011,1252.0,1605.0,1.0
I_0[9],-1.337,0.456,-2.273,-0.619,0.013,0.011,1266.0,1553.0,1.0
I_0[10],-1.203,0.432,-2.004,-0.435,0.012,0.01,1279.0,1527.0,1.0
I_0[11],-1.138,0.422,-1.939,-0.408,0.012,0.01,1286.0,1468.0,1.0
I_0[12],-1.095,0.415,-1.887,-0.381,0.011,0.01,1295.0,1504.0,1.0
I_0[13],-1.077,0.413,-1.863,-0.365,0.011,0.01,1297.0,1483.0,1.0
I_0[14],-1.042,0.408,-1.792,-0.308,0.011,0.01,1307.0,1460.0,1.0
I_0[15],-1.032,0.407,-1.78,-0.295,0.011,0.009,1312.0,1508.0,1.0
I_0[16],-1.03,0.406,-1.778,-0.292,0.011,0.009,1313.0,1544.0,1.0
I_0[17],-1.003,0.403,-1.748,-0.27,0.011,0.009,1322.0,1530.0,1.0
I_0[18],-0.987,0.401,-1.735,-0.258,0.011,0.009,1335.0,1532.0,1.0
I_0[19],-0.982,0.4,-1.73,-0.252,0.011,0.009,1338.0,1532.0,1.0
I_0[20],-0.925,0.393,-1.68,-0.227,0.01,0.009,1379.0,1506.0,1.0
I_0[21],-0.784,0.375,-1.496,-0.115,0.01,0.008,1476.0,1416.0,1.0
I_0[22],-0.783,0.375,-1.495,-0.114,0.01,0.008,1477.0,1416.0,1.0
I_0[23],-0.775,0.374,-1.489,-0.11,0.01,0.008,1482.0,1416.0,1.0
I_0[24],-0.472,0.339,-1.103,0.161,0.008,0.008,1597.0,1355.0,1.0
I_0[25],-0.306,0.327,-0.926,0.311,0.008,0.008,1597.0,1483.0,1.0
I_0[26],-0.141,0.32,-0.727,0.501,0.008,0.008,1574.0,1414.0,1.0
I_0[27],-0.14,0.32,-0.726,0.502,0.008,0.008,1574.0,1414.0,1.0
I_0[28],-0.122,0.319,-0.713,0.515,0.008,0.008,1572.0,1393.0,1.0
I_0[29],0.044,0.319,-0.564,0.688,0.008,0.008,1543.0,1335.0,1.0
I_0[30],0.114,0.32,-0.518,0.742,0.008,0.008,1527.0,1393.0,1.0
I_0[31],0.406,0.336,-0.176,1.104,0.009,0.008,1458.0,1377.0,1.0
I_0[32],0.453,0.34,-0.172,1.125,0.009,0.009,1448.0,1377.0,1.0
I_0[33],0.457,0.34,-0.124,1.175,0.009,0.009,1448.0,1377.0,1.0
I_0[34],0.551,0.349,-0.103,1.209,0.009,0.009,1431.0,1377.0,1.0
I_0[35],0.767,0.373,0.108,1.454,0.01,0.01,1403.0,1357.0,1.0
I_0[36],0.775,0.374,0.112,1.462,0.01,0.01,1403.0,1357.0,1.0
I_0[37],0.789,0.375,0.122,1.481,0.01,0.01,1403.0,1356.0,1.0
I_0[38],0.842,0.382,0.176,1.562,0.01,0.01,1401.0,1356.0,1.0
I_0[39],0.851,0.383,0.182,1.573,0.011,0.01,1400.0,1375.0,1.0
I_0[40],0.899,0.39,0.241,1.645,0.011,0.01,1399.0,1372.0,1.0
I_0[41],0.91,0.392,0.244,1.658,0.011,0.01,1397.0,1439.0,1.0
I_0[42],0.93,0.396,0.269,1.697,0.011,0.01,1398.0,1503.0,1.0
I_0[43],0.937,0.397,0.326,1.78,0.011,0.01,1400.0,1476.0,1.0
I_0[44],0.934,0.397,0.32,1.778,0.011,0.01,1403.0,1472.0,1.0
I_0[45],0.919,0.395,0.234,1.679,0.011,0.01,1406.0,1309.0,1.0
I_0[46],0.893,0.39,0.212,1.65,0.011,0.01,1412.0,1331.0,1.0
I_0[47],0.779,0.372,0.118,1.506,0.01,0.01,1439.0,1434.0,1.0
I_0[48],0.653,0.355,0.047,1.39,0.01,0.009,1466.0,1280.0,1.0
I_0[49],0.541,0.343,-0.075,1.224,0.009,0.009,1484.0,1373.0,1.0
I_0[50],0.472,0.337,-0.146,1.136,0.009,0.009,1496.0,1393.0,1.0
I_0[51],0.414,0.332,-0.216,1.049,0.009,0.008,1502.0,1354.0,1.0
I_0[52],0.401,0.331,-0.232,1.032,0.009,0.008,1504.0,1354.0,1.0
I_0[53],0.033,0.315,-0.52,0.703,0.008,0.008,1526.0,1458.0,1.0
I_0[54],0.019,0.315,-0.54,0.683,0.008,0.008,1526.0,1458.0,1.0
I_0[55],0.0,0.315,-0.557,0.663,0.008,0.008,1528.0,1457.0,1.0
I_0[56],-0.014,0.315,-0.555,0.667,0.008,0.008,1528.0,1479.0,1.0
I_0[57],-0.053,0.315,-0.601,0.615,0.008,0.008,1529.0,1478.0,1.0
I_0[58],-0.148,0.319,-0.734,0.479,0.008,0.008,1534.0,1390.0,1.0
I_0[59],-0.147,0.32,-0.751,0.468,0.008,0.008,1534.0,1391.0,1.0
I_0[60],-0.144,0.32,-0.748,0.471,0.008,0.008,1533.0,1391.0,1.0
I_0[61],-0.064,0.321,-0.691,0.543,0.008,0.008,1532.0,1457.0,1.0
I_0[62],0.132,0.325,-0.477,0.764,0.008,0.008,1510.0,1478.0,1.0
I_0[63],0.178,0.326,-0.422,0.828,0.009,0.008,1504.0,1501.0,1.0
I_0[64],0.581,0.356,-0.05,1.302,0.01,0.009,1454.0,1478.0,1.0
I_0[65],0.605,0.359,-0.028,1.337,0.01,0.009,1450.0,1478.0,1.0
I_0[66],0.853,0.391,0.217,1.682,0.011,0.01,1419.0,1453.0,1.0
I_0[67],1.041,0.425,0.286,1.834,0.012,0.01,1412.0,1416.0,1.0
I_0[68],0.833,0.399,0.182,1.627,0.011,0.01,1478.0,1460.0,1.0
I_0[69],0.791,0.393,0.119,1.544,0.01,0.01,1486.0,1433.0,1.0
I_0[70],0.751,0.387,0.075,1.482,0.01,0.009,1493.0,1455.0,1.0
I_0[71],0.199,0.33,-0.404,0.843,0.008,0.008,1553.0,1479.0,1.0
I_0[72],-0.048,0.323,-0.667,0.572,0.008,0.008,1555.0,1503.0,1.0
I_0[73],-0.061,0.323,-0.682,0.555,0.008,0.008,1556.0,1503.0,1.0
I_0[74],-0.111,0.323,-0.747,0.505,0.008,0.008,1556.0,1554.0,1.0
I_0[75],-0.184,0.325,-0.832,0.429,0.008,0.008,1554.0,1530.0,1.0
I_0[76],-0.189,0.325,-0.839,0.423,0.008,0.008,1555.0,1530.0,1.0
I_0[77],-0.428,0.342,-1.076,0.228,0.009,0.008,1538.0,1373.0,1.0
I_0[78],-0.464,0.346,-1.154,0.162,0.009,0.008,1528.0,1333.0,1.0
I_0[79],-0.464,0.346,-1.155,0.161,0.009,0.008,1528.0,1333.0,1.0
I_0[80],-0.466,0.347,-1.165,0.151,0.009,0.008,1523.0,1333.0,1.0
I_0[81],-0.198,0.327,-0.805,0.448,0.008,0.008,1515.0,1527.0,1.0
I_0[82],0.03,0.32,-0.628,0.598,0.008,0.008,1517.0,1435.0,1.0
I_0[83],0.088,0.32,-0.551,0.667,0.008,0.008,1512.0,1394.0,1.0
I_0[84],0.179,0.322,-0.445,0.789,0.008,0.008,1514.0,1373.0,1.0
I_0[85],0.286,0.326,-0.302,0.941,0.009,0.008,1509.0,1336.0,1.0
I_0[86],0.332,0.328,-0.271,0.986,0.009,0.008,1507.0,1354.0,1.0
I_0[87],0.389,0.332,-0.229,1.042,0.009,0.008,1498.0,1353.0,1.0
I_0[88],0.664,0.358,0.022,1.365,0.01,0.009,1440.0,1504.0,1.0
I_0[89],0.702,0.362,0.022,1.37,0.01,0.009,1426.0,1481.0,1.0
I_0[90],0.899,0.39,0.205,1.622,0.011,0.01,1370.0,1526.0,1.0
I_0[91],0.979,0.403,0.281,1.727,0.011,0.01,1352.0,1500.0,1.0
I_0[92],1.083,0.42,0.398,1.893,0.012,0.011,1331.0,1524.0,1.0
I_0[93],1.469,0.488,0.667,2.365,0.014,0.012,1272.0,1654.0,1.0
I_0[94],1.617,0.514,0.783,2.57,0.015,0.013,1260.0,1650.0,1.0
I_0[95],1.648,0.519,0.746,2.558,0.015,0.013,1257.0,1593.0,1.0
I_0[96],1.713,0.528,0.804,2.651,0.015,0.013,1248.0,1542.0,1.0
I_0[97],1.606,0.505,0.783,2.576,0.014,0.013,1260.0,1522.0,1.0
I_0[98],1.579,0.5,0.794,2.575,0.014,0.013,1263.0,1522.0,1.0
I_0[99],1.555,0.495,0.692,2.459,0.014,0.013,1266.0,1522.0,1.0
I_0[100],1.247,0.442,0.535,2.13,0.012,0.011,1318.0,1551.0,1.0
I_0[101],1.129,0.423,0.474,2.005,0.012,0.011,1343.0,1498.0,1.0
I_0[102],1.019,0.407,0.328,1.807,0.011,0.011,1368.0,1347.0,1.0
I_0[103],0.933,0.395,0.264,1.712,0.011,0.01,1391.0,1400.0,1.0
I_0[104],0.577,0.354,-0.011,1.289,0.009,0.009,1487.0,1248.0,1.0
I_0[105],0.471,0.344,-0.12,1.158,0.009,0.009,1512.0,1478.0,1.0
I_0[106],0.375,0.337,-0.217,1.046,0.009,0.008,1531.0,1481.0,1.0
I_0[107],0.262,0.33,-0.294,0.96,0.009,0.008,1549.0,1505.0,1.0
I_0[108],0.246,0.33,-0.304,0.94,0.009,0.008,1550.0,1436.0,1.0
I_0[109],-0.031,0.324,-0.639,0.592,0.008,0.008,1565.0,1605.0,1.0
mu_w_0[0],2.978,1.272,0.754,5.222,0.026,0.03,2424.0,1566.0,1.0
mu_w_0[1],1.795,0.948,0.246,3.516,0.019,0.024,2590.0,1486.0,1.0
mu_w_0[2],2.55,1.166,0.542,4.674,0.024,0.029,2448.0,1246.0,1.0
mu_w_0[3],8.627,2.453,4.227,13.064,0.054,0.063,2188.0,1795.0,1.0
mu_w_0[4],23.046,7.257,11.174,35.928,0.158,0.191,2060.0,1717.0,1.0
mu_w_0[5],22.446,6.991,10.999,34.949,0.152,0.177,2045.0,1227.0,1.0
mu_w_0[6],10.059,2.75,5.488,15.314,0.062,0.073,2123.0,1486.0,1.0
mu_w_0[7],9.157,2.605,4.547,13.963,0.059,0.068,2113.0,1532.0,1.0
mu_w_0[8],23.242,8.082,11.308,38.029,0.173,0.213,2040.0,1559.0,1.0
mu_w_0[9],6.804,2.063,3.325,10.776,0.045,0.054,2286.0,1760.0,1.0
mu_w_0[10],6.278,2.007,2.967,10.14,0.043,0.049,2281.0,1761.0,1.0
mu_w_0[11],18.076,5.233,9.38,27.595,0.116,0.131,1970.0,1415.0,1.0
mu_w_0[12],63.42,34.259,19.968,120.085,0.74,1.481,2169.0,1770.0,1.0
mu_w_0[13],29.608,10.441,14.433,48.399,0.228,0.315,2004.0,1432.0,1.0
mu_w_0[14],9.567,2.77,5.016,14.75,0.061,0.073,2190.0,1628.0,1.0
I_1[0],0.164,0.286,-0.368,0.727,0.007,0.007,1575.0,1315.0,1.0
I_1[1],0.425,0.305,-0.096,1.033,0.008,0.007,1554.0,1317.0,1.0
I_1[2],0.453,0.307,-0.076,1.06,0.008,0.007,1550.0,1375.0,1.0
I_1[3],0.459,0.307,-0.066,1.071,0.008,0.007,1549.0,1375.0,1.0
I_1[4],0.537,0.314,-0.023,1.122,0.008,0.007,1546.0,1300.0,1.0
I_1[5],0.54,0.315,-0.026,1.12,0.008,0.007,1552.0,1319.0,1.0
I_1[6],0.47,0.314,-0.091,1.063,0.008,0.007,1603.0,1299.0,1.0
I_1[7],0.281,0.31,-0.276,0.882,0.008,0.007,1672.0,1459.0,1.0
I_1[8],0.155,0.301,-0.412,0.717,0.007,0.007,1671.0,1481.0,1.0
I_1[9],0.109,0.295,-0.442,0.667,0.007,0.007,1672.0,1436.0,1.0
I_1[10],0.051,0.285,-0.503,0.572,0.007,0.007,1661.0,1414.0,1.0
I_1[11],0.05,0.285,-0.503,0.578,0.007,0.007,1663.0,1436.0,1.0
I_1[12],0.052,0.287,-0.499,0.589,0.007,0.007,1690.0,1354.0,1.0
I_1[13],0.131,0.319,-0.437,0.757,0.008,0.008,1800.0,1335.0,1.0
I_1[14],0.212,0.35,-0.4,0.901,0.008,0.009,1836.0,1263.0,1.0
I_1[15],0.222,0.354,-0.382,0.929,0.008,0.009,1838.0,1236.0,1.0
I_1[16],0.245,0.362,-0.384,0.965,0.009,0.009,1843.0,1287.0,1.0
I_1[17],0.364,0.402,-0.407,1.101,0.009,0.009,1850.0,1464.0,1.0
I_1[18],0.588,0.452,-0.219,1.449,0.011,0.01,1817.0,1600.0,1.0
I_1[19],0.605,0.453,-0.201,1.471,0.011,0.01,1810.0,1572.0,1.0
I_1[20],0.691,0.455,-0.063,1.601,0.011,0.01,1778.0,1583.0,1.0
I_1[21],0.666,0.341,0.085,1.326,0.009,0.008,1535.0,1438.0,1.0
I_1[22],0.644,0.334,0.092,1.306,0.008,0.008,1513.0,1483.0,1.0
I_1[23],0.593,0.322,0.027,1.195,0.008,0.007,1480.0,1414.0,1.0
I_1[24],0.586,0.321,0.02,1.187,0.008,0.007,1478.0,1393.0,1.0
I_1[25],0.562,0.318,-0.004,1.157,0.008,0.007,1470.0,1335.0,1.0
I_1[26],0.518,0.314,-0.04,1.109,0.008,0.007,1466.0,1414.0,1.0
I_1[27],0.506,0.314,-0.055,1.093,0.008,0.007,1466.0,1458.0,1.0
I_1[28],0.164,0.358,-0.482,0.887,0.009,0.008,1543.0,1633.0,1.0
I_1[29],0.104,0.37,-0.595,0.824,0.009,0.008,1534.0,1663.0,1.0
I_1[30],0.071,0.376,-0.634,0.811,0.01,0.008,1527.0,1634.0,1.0
I_1[31],0.059,0.371,-0.643,0.779,0.01,0.008,1510.0,1641.0,1.0
I_1[32],0.093,0.362,-0.605,0.787,0.009,0.008,1535.0,1613.0,1.0
I_1[33],0.267,0.338,-0.366,0.922,0.009,0.008,1479.0,1592.0,1.0
I_1[34],0.72,0.343,0.128,1.376,0.009,0.008,1388.0,1429.0,1.0
I_1[35],1.049,0.386,0.382,1.757,0.01,0.008,1329.0,1527.0,1.0
I_1[36],1.061,0.387,0.406,1.793,0.01,0.008,1327.0,1527.0,1.0
I_1[37],1.062,0.388,0.406,1.793,0.01,0.008,1328.0,1527.0,1.0
I_1[38],1.252,0.419,0.534,2.03,0.011,0.009,1309.0,1530.0,1.0
I_1[39],1.293,0.426,0.554,2.074,0.012,0.009,1304.0,1530.0,1.0
I_1[40],1.296,0.427,0.556,2.077,0.012,0.009,1303.0,1530.0,1.0
I_1[41],1.345,0.436,0.6,2.152,0.012,0.009,1298.0,1556.0,1.0
I_1[42],1.488,0.462,0.713,2.368,0.013,0.009,1271.0,1582.0,1.0
I_1[43],1.561,0.475,0.744,2.45,0.013,0.01,1264.0,1664.0,1.0
I_1[44],1.699,0.502,0.915,2.725,0.014,0.01,1228.0,1621.0,1.0
I_1[45],1.72,0.506,0.927,2.743,0.014,0.01,1215.0,1567.0,1.0
I_1[46],1.709,0.505,0.918,2.723,0.014,0.01,1199.0,1638.0,1.0
I_1[47],1.695,0.503,0.884,2.681,0.014,0.01,1194.0,1639.0,1.0
I_1[48],1.695,0.503,0.884,2.68,0.014,0.01,1194.0,1639.0,1.0
I_1[49],1.615,0.488,0.807,2.564,0.014,0.01,1192.0,1707.0,1.0
I_1[50],1.388,0.447,0.639,2.238,0.013,0.009,1219.0,1705.0,1.0
I_1[51],1.369,0.443,0.608,2.195,0.013,0.009,1222.0,1714.0,1.0
I_1[52],1.313,0.433,0.568,2.112,0.012,0.009,1233.0,1714.0,1.0
I_1[53],1.312,0.432,0.567,2.11,0.012,0.009,1233.0,1714.0,1.0
I_1[54],1.247,0.42,0.529,2.03,0.012,0.008,1248.0,1636.0,1.0
I_1[55],1.17,0.406,0.48,1.927,0.011,0.008,1272.0,1637.0,1.0
I_1[56],1.041,0.383,0.381,1.734,0.01,0.008,1317.0,1609.0,1.0
I_1[57],0.747,0.338,0.171,1.394,0.009,0.007,1446.0,1508.0,1.0
I_1[58],0.523,0.317,-0.025,1.147,0.008,0.007,1517.0,1319.0,1.0
I_1[59],0.27,0.309,-0.299,0.869,0.008,0.008,1614.0,1333.0,1.0
I_1[60],0.081,0.313,-0.511,0.676,0.008,0.008,1688.0,1373.0,1.0
I_1[61],0.006,0.312,-0.593,0.603,0.008,0.008,1704.0,1334.0,1.0
I_1[62],-0.002,0.312,-0.607,0.588,0.008,0.008,1706.0,1334.0,1.0
I_1[63],-0.13,0.293,-0.682,0.447,0.007,0.008,1706.0,1426.0,1.0
I_1[64],-0.152,0.285,-0.651,0.45,0.007,0.008,1719.0,1346.0,1.0
I_1[65],-0.153,0.285,-0.648,0.451,0.007,0.008,1723.0,1469.0,1.0
I_1[66],-0.158,0.284,-0.668,0.42,0.007,0.007,1745.0,1514.0,1.0
I_1[67],-0.108,0.381,-0.763,0.662,0.008,0.009,2122.0,1691.0,1.0
I_1[68],-0.087,0.418,-0.807,0.752,0.009,0.01,2190.0,1721.0,1.0
I_1[69],-0.071,0.446,-0.892,0.762,0.009,0.011,2233.0,1660.0,1.0
I_1[70],-0.048,0.492,-0.949,0.864,0.01,0.012,2389.0,1605.0,1.0
I_1[71],-0.051,0.493,-0.92,0.897,0.01,0.012,2411.0,1660.0,1.0
I_1[72],-0.054,0.492,-0.921,0.888,0.01,0.012,2418.0,1660.0,1.0
I_1[73],-0.055,0.491,-0.924,0.885,0.01,0.012,2418.0,1660.0,1.0
I_1[74],-0.068,0.484,-0.968,0.828,0.01,0.012,2441.0,1629.0,1.0
I_1[75],-0.077,0.478,-0.972,0.805,0.01,0.012,2447.0,1596.0,1.0
I_1[76],-0.081,0.475,-0.977,0.792,0.01,0.012,2449.0,1570.0,1.0
I_1[77],-0.1,0.462,-0.983,0.74,0.01,0.011,2439.0,1569.0,1.0
