,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
I_0_hsgp_coeffs[14],1.261,0.892,-0.481,2.895,0.013,0.014,4998.0,3365.0,1.0
I_0_hsgp_coeffs[15],-0.057,0.883,-1.779,1.545,0.012,0.014,5349.0,3119.0,1.0
I_0_hsgp_coeffs[16],-1.105,0.896,-2.706,0.613,0.013,0.014,4673.0,3355.0,1.0
I_0_hsgp_coeffs[17],0.157,0.87,-1.576,1.663,0.013,0.014,4455.0,2655.0,1.0
I_0_hsgp_coeffs[18],0.708,0.91,-0.985,2.328,0.015,0.013,3748.0,2813.0,1.0
I_0_hsgp_coeffs[19],-0.093,0.854,-1.787,1.443,0.013,0.014,4413.0,3129.0,1.0
I_0_hsgp_coeffs[20],-0.109,0.864,-1.696,1.52,0.013,0.013,4363.0,2928.0,1.0
I_0_hsgp_coeffs[21],-0.036,0.866,-1.591,1.66,0.013,0.014,4348.0,2900.0,1.0
I_0_hsgp_coeffs[22],-0.432,0.866,-2.079,1.195,0.013,0.014,4364.0,2966.0,1.0
I_0_hsgp_coeffs[23],0.127,0.868,-1.424,1.781,0.013,0.016,4796.0,3272.0,1.0
I_0_hsgp_coeffs[24],0.761,0.868,-0.919,2.36,0.012,0.013,4969.0,3032.0,1.0
I_0_hsgp_coeffs[25],-0.163,0.841,-1.555,1.648,0.012,0.014,5012.0,3033.0,1.0
I_0_hsgp_coeffs[26],-0.764,0.871,-2.387,0.858,0.013,0.014,4364.0,2509.0,1.0
I_0_hsgp_coeffs[27],0.105,0.839,-1.544,1.613,0.011,0.013,5367.0,3202.0,1.0
I_0_hsgp_coeffs[28],0.542,0.866,-1.226,2.049,0.012,0.014,4827.0,3108.0,1.0
I_0_hsgp_coeffs[29],-0.003,0.823,-1.454,1.598,0.011,0.013,5732.0,3429.0,1.0
I_0_hsgp_coeffs[30],-0.174,0.847,-1.808,1.37,0.013,0.012,4460.0,3139.0,1.0
I_0_hsgp_coeffs[31],-0.081,0.864,-1.652,1.59,0.012,0.013,4950.0,2783.0,1.0
I_0_hsgp_coeffs[32],-0.236,0.88,-1.866,1.429,0.013,0.015,4839.0,2531.0,1.0
I_0_hsgp_coeffs[33],0.122,0.863,-1.436,1.787,0.012,0.014,5311.0,3067.0,1.0
I_0_hsgp_coeffs[34],0.355,0.853,-1.316,1.912,0.012,0.014,4803.0,2993.0,1.0
I_0_hsgp_coeffs[35],-0.133,0.865,-1.795,1.355,0.013,0.012,4704.0,3149.0,1.0
I_0_hsgp_coeffs[36],-0.254,0.846,-1.847,1.313,0.012,0.013,5265.0,3226.0,1.0
I_0_hsgp_coeffs[37],0.173,0.885,-1.491,1.814,0.013,0.014,4325.0,3033.0,1.0
I_0_hsgp_coeffs[38],-0.062,0.85,-1.752,1.463,0.012,0.013,4782.0,3113.0,1.0
I_0_hsgp_coeffs[39],-0.253,0.863,-1.837,1.373,0.012,0.015,4786.0,2765.0,1.0
I_0_hsgp_coeffs[40],0.458,0.859,-1.061,2.114,0.013,0.014,4572.0,3138.0,1.0
I_0_hsgp_coeffs[41],0.389,0.84,-1.227,1.924,0.012,0.014,4732.0,3047.0,1.0
I_0_hsgp_coeffs[42],-0.7,0.849,-2.324,0.872,0.012,0.013,5175.0,3094.0,1.0
I_0_hsgp_coeffs[43],-0.452,0.844,-2.004,1.153,0.011,0.014,5399.0,3156.0,1.0
I_0_hsgp_coeffs[44],0.578,0.81,-0.931,2.083,0.012,0.012,4609.0,3191.0,1.0
I_0_hsgp_coeffs[45],0.231,0.839,-1.309,1.859,0.012,0.013,5020.0,3267.0,1.0
I_0_hsgp_coeffs[46],0.14,0.843,-1.408,1.691,0.013,0.013,4087.0,3136.0,1.0
I_0_hsgp_coeffs[47],0.4,0.859,-1.166,1.989,0.013,0.013,4256.0,3552.0,1.0
I_0_hsgp_coeffs[48],-1.479,0.643,-2.636,-0.199,0.01,0.009,4283.0,3332.0,1.0
I_0_hsgp_coeffs[49],-1.493,0.67,-2.738,-0.276,0.01,0.01,4386.0,2922.0,1.0
I_1_hsgp_coeffs[0],-0.052,0.938,-1.831,1.696,0.013,0.013,4943.0,3360.0,1.0
I_1_hsgp_coeffs[1],0.285,0.935,-1.431,2.03,0.012,0.015,5676.0,3266.0,1.0
I_1_hsgp_coeffs[2],-0.162,0.955,-1.909,1.639,0.013,0.016,5617.0,3101.0,1.0
I_1_hsgp_coeffs[3],-0.552,0.868,-2.17,1.106,0.013,0.013,4226.0,3109.0,1.0
I_1_hsgp_coeffs[4],0.346,0.906,-1.276,2.155,0.013,0.015,5058.0,2939.0,1.0
I_1_hsgp_coeffs[5],0.834,0.874,-0.78,2.511,0.014,0.013,4159.0,2793.0,1.0
I_1_hsgp_coeffs[6],-0.305,0.834,-1.914,1.231,0.012,0.013,4650.0,3077.0,1.0
I_1_hsgp_coeffs[7],-0.944,0.905,-2.658,0.72,0.013,0.017,4656.0,2503.0,1.0
I_1_hsgp_coeffs[8],-0.006,0.842,-1.54,1.581,0.012,0.013,5225.0,3280.0,1.0
I_1_hsgp_coeffs[9],0.789,0.848,-0.755,2.426,0.012,0.014,5227.0,2854.0,1.0
I_1_hsgp_coeffs[10],0.408,0.868,-1.273,2.016,0.011,0.015,5681.0,2976.0,1.0
I_1_hsgp_coeffs[11],-0.35,0.835,-1.945,1.199,0.012,0.013,4732.0,3198.0,1.0
I_1_hsgp_coeffs[12],-0.683,0.855,-2.232,0.966,0.013,0.013,4636.0,2845.0,1.0
I_1_hsgp_coeffs[13],-0.236,0.882,-1.753,1.495,0.014,0.014,4225.0,2920.0,1.0
I_1_hsgp_coeffs[14],0.532,0.869,-1.041,2.198,0.013,0.014,4480.0,2556.0,1.0
I_1_hsgp_coeffs[15],0.622,0.86,-0.966,2.256,0.013,0.015,4645.0,2859.0,1.0
I_1_hsgp_coeffs[16],-0.125,0.871,-1.784,1.469,0.012,0.014,5002.0,3186.0,1.0
I_1_hsgp_coeffs[17],-0.763,0.864,-2.431,0.833,0.013,0.014,4324.0,3125.0,1.0
I_1_hsgp_coeffs[18],-0.442,0.871,-2.047,1.188,0.013,0.015,4623.0,3066.0,1.0
I_1_hsgp_coeffs[19],0.552,0.841,-1.004,2.144,0.013,0.012,3942.0,3423.0,1.0
I_1_hsgp_coeffs[20],0.734,0.861,-0.914,2.327,0.013,0.012,4660.0,3063.0,1.0
I_1_hsgp_coeffs[21],-0.062,0.842,-1.633,1.547,0.013,0.013,4341.0,2990.0,1.0
I_1_hsgp_coeffs[22],-0.709,0.873,-2.289,0.963,0.013,0.014,4350.0,3099.0,1.0
I_1_hsgp_coeffs[23],-0.363,0.847,-1.996,1.155,0.013,0.013,4536.0,3130.0,1.0
I_1_hsgp_coeffs[24],0.305,0.887,-1.484,1.847,0.013,0.014,4327.0,2881.0,1.0
I_1_hsgp_coeffs[25],0.656,0.865,-0.814,2.377,0.013,0.013,4438.0,2770.0,1.0
I_1_hsgp_coeffs[26],0.168,0.861,-1.419,1.76,0.012,0.014,4821.0,3257.0,1.0
I_1_hsgp_coeffs[27],-0.652,0.843,-2.308,0.85,0.013,0.013,4317.0,3294.0,1.0
I_1_hsgp_coeffs[28],-0.495,0.853,-2.004,1.203,0.013,0.012,4616.0,3245.0,1.0
I_1_hsgp_coeffs[29],0.423,0.857,-1.203,1.989,0.012,0.014,5344.0,2968.0,1.0
I_1_hsgp_coeffs[30],0.555,0.852,-1.082,2.098,0.012,0.012,4682.0,3352.0,1.0
I_1_hsgp_coeffs[31],-0.157,0.86,-1.78,1.434,0.013,0.014,4612.0,2771.0,1.0
I_1_hsgp_coeffs[32],-0.374,0.868,-1.9,1.315,0.012,0.014,5490.0,3245.0,1.0
I_1_hsgp_coeffs[33],-0.023,0.841,-1.58,1.559,0.013,0.013,4124.0,3054.0,1.0
I_1_hsgp_coeffs[34],0.236,0.866,-1.352,1.842,0.013,0.014,4544.0,3028.0,1.0
I_1_hsgp_coeffs[35],0.041,0.827,-1.412,1.67,0.012,0.013,4552.0,2920.0,1.0
I_1_hsgp_coeffs[36],-0.225,0.87,-1.766,1.54,0.013,0.012,4749.0,3235.0,1.0
I_1_hsgp_coeffs[37],-0.075,0.847,-1.687,1.465,0.013,0.012,4293.0,2954.0,1.0
I_1_hsgp_coeffs[38],0.345,0.854,-1.31,1.854,0.013,0.014,4174.0,2565.0,1.0
I_1_hsgp_coeffs[39],0.089,0.861,-1.504,1.767,0.012,0.013,4917.0,3242.0,1.0
I_1_hsgp_coeffs[40],-0.467,0.846,-2.024,1.106,0.012,0.013,4655.0,3192.0,1.0
I_1_hsgp_coeffs[41],-0.312,0.867,-1.892,1.336,0.015,0.014,3497.0,2578.0,1.0
I_1_hsgp_coeffs[42],0.309,0.83,-1.198,1.874,0.013,0.013,4361.0,2758.0,1.0
I_1_hsgp_coeffs[43],0.576,0.826,-1.074,2.02,0.012,0.012,4560.0,3079.0,1.0
I_1_hsgp_coeffs[44],0.167,0.828,-1.311,1.821,0.013,0.012,4269.0,3000.0,1.0
I_1_hsgp_coeffs[45],-0.467,0.826,-2.068,0.995,0.012,0.012,4414.0,3441.0,1.0
I_1_hsgp_coeffs[46],-0.608,0.82,-2.111,0.96,0.013,0.013,3738.0,3064.0,1.0
I_1_hsgp_coeffs[47],-0.259,0.845,-1.719,1.417,0.014,0.013,3491.0,3193.0,1.0
I_1_hsgp_coeffs[48],0.583,0.641,-0.586,1.799,0.012,0.009,2680.0,2984.0,1.0
I_1_hsgp_coeffs[49],1.812,0.642,0.693,3.083,0.01,0.01,3872.0,3035.0,1.0
I_2_hsgp_coeffs[0],-0.003,0.967,-1.959,1.64,0.015,0.015,4283.0,3305.0,1.0
I_2_hsgp_coeffs[1],0.106,0.93,-1.618,1.921,0.012,0.015,6109.0,2972.0,1.0
I_2_hsgp_coeffs[2],-0.275,0.958,-2.014,1.55,0.015,0.015,3909.0,3213.0,1.0
I_2_hsgp_coeffs[3],-0.181,0.853,-1.828,1.37,0.012,0.014,5197.0,3097.0,1.0
I_2_hsgp_coeffs[4],0.668,0.914,-1.145,2.299,0.013,0.015,4940.0,3008.0,1.0
I_2_hsgp_coeffs[5],0.099,0.828,-1.419,1.653,0.012,0.014,4939.0,3194.0,1.0
I_2_hsgp_coeffs[6],-0.926,0.898,-2.655,0.766,0.014,0.015,4221.0,3185.0,1.0
I_2_hsgp_coeffs[7],0.037,0.862,-1.54,1.657,0.013,0.015,4698.0,3085.0,1.0
I_2_hsgp_coeffs[8],0.998,0.884,-0.667,2.698,0.014,0.014,3817.0,2756.0,1.0
I_2_hsgp_coeffs[9],-0.269,0.887,-1.89,1.436,0.013,0.013,4914.0,3134.0,1.0
I_2_hsgp_coeffs[10],-0.831,0.887,-2.632,0.698,0.012,0.013,5374.0,3203.0,1.0
I_2_hsgp_coeffs[11],0.434,0.843,-1.12,2.006,0.012,0.014,4570.0,2880.0,1.0
I_2_hsgp_coeffs[12],0.593,0.874,-1.004,2.25,0.012,0.014,5247.0,3268.0,1.0
I_2_hsgp_coeffs[13],-0.535,0.866,-2.186,1.057,0.012,0.012,4898.0,3139.0,1.0
I_2_hsgp_coeffs[14],-0.349,0.845,-1.934,1.248,0.011,0.015,5797.0,3012.0,1.0
I_2_hsgp_coeffs[15],0.615,0.875,-0.949,2.343,0.012,0.013,5095.0,3363.0,1.0
I_2_hsgp_coeffs[16],0.217,0.859,-1.371,1.818,0.012,0.014,5073.0,3154.0,1.0
I_2_hsgp_coeffs[17],-0.588,0.864,-2.21,1.025,0.013,0.014,4539.0,3006.0,1.0
I_2_hsgp_coeffs[18],-0.173,0.892,-1.787,1.557,0.012,0.014,5363.0,2955.0,1.0
I_2_hsgp_coeffs[19],0.593,0.847,-0.894,2.23,0.012,0.013,4798.0,3335.0,1.0
I_2_hsgp_coeffs[20],0.129,0.849,-1.446,1.755,0.011,0.014,5763.0,3179.0,1.0
I_2_hsgp_coeffs[21],-0.563,0.858,-2.098,1.014,0.013,0.012,4057.0,3276.0,1.0
I_2_hsgp_coeffs[22],-0.014,0.852,-1.683,1.467,0.012,0.013,5356.0,3061.0,1.0
I_2_hsgp_coeffs[23],0.551,0.859,-0.976,2.205,0.012,0.013,5168.0,3307.0,1.0
I_2_hsgp_coeffs[24],-0.135,0.856,-1.704,1.488,0.012,0.014,5131.0,3109.0,1.0
I_2_hsgp_coeffs[25],-0.595,0.834,-2.222,0.897,0.012,0.013,4845.0,3055.0,1.0
I_2_hsgp_coeffs[26],0.25,0.869,-1.351,1.888,0.012,0.013,4888.0,3190.0,1.0
I_2_hsgp_coeffs[27],0.583,0.857,-1.043,2.111,0.012,0.012,4726.0,3024.0,1.0
I_2_hsgp_coeffs[28],-0.261,0.846,-1.918,1.277,0.013,0.013,4042.0,3082.0,1.0
I_2_hsgp_coeffs[29],-0.586,0.851,-2.209,0.94,0.012,0.013,5399.0,3118.0,1.0
I_2_hsgp_coeffs[30],0.259,0.855,-1.239,1.968,0.012,0.013,5471.0,3040.0,1.0
I_2_hsgp_coeffs[31],0.573,0.856,-1.098,2.159,0.012,0.013,5051.0,3017.0,1.0
I_2_hsgp_coeffs[32],-0.287,0.847,-1.845,1.28,0.012,0.013,5317.0,2830.0,1.0
I_2_hsgp_coeffs[33],-0.521,0.832,-2.016,1.079,0.012,0.012,4494.0,3208.0,1.0
I_2_hsgp_coeffs[34],0.355,0.861,-1.332,1.857,0.013,0.013,4667.0,3094.0,1.0
I_2_hsgp_coeffs[35],0.482,0.831,-1.149,1.983,0.012,0.013,5112.0,3047.0,1.0
I_2_hsgp_coeffs[36],-0.587,0.849,-2.136,0.993,0.012,0.012,4940.0,3515.0,1.0
I_2_hsgp_coeffs[37],-0.439,0.846,-2.034,1.11,0.013,0.012,4484.0,3057.0,1.0
I_2_hsgp_coeffs[38],0.704,0.845,-0.987,2.207,0.012,0.013,4915.0,2843.0,1.0
I_2_hsgp_coeffs[39],0.412,0.836,-1.143,1.965,0.012,0.013,4641.0,3048.0,1.0
I_2_hsgp_coeffs[40],-0.566,0.859,-2.133,1.035,0.013,0.015,4688.0,3003.0,1.0
I_2_hsgp_coeffs[41],-0.359,0.819,-1.793,1.285,0.013,0.012,3999.0,3233.0,1.0
I_2_hsgp_coeffs[42],0.172,0.84,-1.389,1.765,0.013,0.013,4178.0,2674.0,1.0
I_2_hsgp_coeffs[43],0.288,0.837,-1.328,1.804,0.013,0.012,4467.0,3012.0,1.0
I_2_hsgp_coeffs[44],0.103,0.827,-1.439,1.67,0.012,0.014,4646.0,3062.0,1.0
I_2_hsgp_coeffs[45],-0.262,0.809,-1.893,1.154,0.013,0.013,4131.0,2746.0,1.0
I_2_hsgp_coeffs[46],0.219,0.881,-1.399,1.882,0.014,0.013,3711.0,2849.0,1.0
I_2_hsgp_coeffs[47],0.308,0.825,-1.191,1.889,0.014,0.012,3354.0,2643.0,1.0
I_2_hsgp_coeffs[48],-1.847,0.599,-2.903,-0.702,0.01,0.009,3799.0,3444.0,1.0
I_2_hsgp_coeffs[49],-0.39,0.583,-1.46,0.708,0.009,0.009,4101.0,2897.0,1.0
I_3_hsgp_coeffs[0],-0.008,0.963,-1.788,1.776,0.014,0.014,4785.0,3072.0,1.0
I_3_hsgp_coeffs[1],0.238,0.904,-1.377,2.009,0.011,0.014,6210.0,3252.0,1.0
I_3_hsgp_coeffs[2],-0.335,0.983,-2.16,1.548,0.014,0.016,5262.0,2761.0,1.0
I_3_hsgp_coeffs[3],-0.326,0.838,-1.834,1.301,0.013,0.012,4350.0,3138.0,1.0
I_3_hsgp_coeffs[4],0.834,0.947,-0.945,2.596,0.013,0.015,5272.0,2883.0,1.0
I_3_hsgp_coeffs[5],0.303,0.848,-1.272,1.911,0.013,0.012,4368.0,3216.0,1.0
I_3_hsgp_coeffs[6],-1.143,0.898,-2.895,0.501,0.012,0.015,5404.0,2520.0,1.0
I_3_hsgp_coeffs[7],-0.132,0.844,-1.619,1.551,0.012,0.013,4924.0,3117.0,1.0
I_3_hsgp_coeffs[8],1.075,0.859,-0.516,2.695,0.013,0.013,4569.0,3059.0,1.0
I_3_hsgp_coeffs[9],-0.009,0.862,-1.635,1.622,0.012,0.016,5036.0,2941.0,1.0
I_3_hsgp_coeffs[10],-0.705,0.916,-2.366,1.054,0.013,0.014,5095.0,3265.0,1.0
I_3_hsgp_coeffs[11],0.052,0.837,-1.5,1.639,0.011,0.014,5553.0,2872.0,1.0
I_3_hsgp_coeffs[12],0.247,0.872,-1.365,1.874,0.012,0.015,5510.0,3053.0,1.0
I_3_hsgp_coeffs[13],0.02,0.864,-1.555,1.69,0.013,0.014,4466.0,3059.0,1.0
I_3_hsgp_coeffs[14],-0.007,0.873,-1.67,1.611,0.012,0.014,5201.0,3010.0,1.0
I_3_hsgp_coeffs[15],-0.106,0.87,-1.724,1.551,0.012,0.014,5041.0,3222.0,1.0
I_3_hsgp_coeffs[16],0.031,0.862,-1.616,1.635,0.011,0.015,5709.0,2860.0,1.0
I_3_hsgp_coeffs[17],0.155,0.855,-1.448,1.743,0.012,0.013,5302.0,3180.0,1.0
I_3_hsgp_coeffs[18],-0.374,0.87,-1.912,1.304,0.012,0.012,5006.0,3273.0,1.0
I_3_hsgp_coeffs[19],-0.058,0.851,-1.668,1.546,0.012,0.013,4915.0,2849.0,1.0
I_3_hsgp_coeffs[20],0.695,0.864,-0.952,2.25,0.013,0.013,4439.0,3115.0,1.0
I_3_hsgp_coeffs[21],-0.118,0.873,-1.665,1.563,0.013,0.015,4751.0,2941.0,1.0
I_3_hsgp_coeffs[22],-0.792,0.856,-2.437,0.777,0.013,0.013,4420.0,2852.0,1.0
I_3_hsgp_coeffs[23],0.309,0.87,-1.338,1.928,0.011,0.015,5930.0,2845.0,1.0
I_3_hsgp_coeffs[24],0.528,0.893,-1.185,2.158,0.013,0.014,4808.0,3035.0,1.0
I_3_hsgp_coeffs[25],-0.451,0.867,-2.093,1.156,0.013,0.014,4284.0,2813.0,1.0
I_3_hsgp_coeffs[26],-0.042,0.868,-1.736,1.564,0.013,0.013,4513.0,3081.0,1.0
I_3_hsgp_coeffs[27],0.486,0.869,-1.132,2.191,0.013,0.013,4755.0,3334.0,1.0
I_3_hsgp_coeffs[28],-0.44,0.881,-2.085,1.188,0.014,0.015,4170.0,2912.0,1.0
I_3_hsgp_coeffs[29],-0.408,0.858,-2.031,1.241,0.012,0.013,4905.0,3426.0,1.0
I_3_hsgp_coeffs[30],0.629,0.849,-1.066,2.112,0.013,0.013,4481.0,3013.0,1.0
I_3_hsgp_coeffs[31],0.327,0.871,-1.204,2.069,0.013,0.016,4792.0,2773.0,1.0
I_3_hsgp_coeffs[32],-0.469,0.862,-2.031,1.204,0.012,0.013,4834.0,3206.0,1.0
I_3_hsgp_coeffs[33],-0.375,0.879,-1.981,1.325,0.012,0.014,4953.0,3128.0,1.0
I_3_hsgp_coeffs[34],0.073,0.877,-1.69,1.64,0.012,0.014,5200.0,2950.0,1.0
I_3_hsgp_coeffs[35],0.511,0.844,-1.155,2.11,0.012,0.014,4577.0,2602.0,1.0
I_3_hsgp_coeffs[36],0.28,0.85,-1.482,1.759,0.012,0.013,4687.0,3155.0,1.0
I_3_hsgp_coeffs[37],-0.631,0.876,-2.372,0.925,0.012,0.014,5721.0,3157.0,1.0
I_3_hsgp_coeffs[38],-0.348,0.874,-1.955,1.298,0.014,0.014,4154.0,3193.0,1.0
I_3_hsgp_coeffs[39],0.673,0.842,-0.889,2.292,0.012,0.014,5269.0,3093.0,1.0
I_3_hsgp_coeffs[40],-0.003,0.86,-1.633,1.596,0.012,0.013,4736.0,3036.0,1.0
I_3_hsgp_coeffs[41],-0.57,0.855,-2.203,0.992,0.013,0.014,4428.0,3242.0,1.0
I_3_hsgp_coeffs[42],0.494,0.838,-1.044,2.097,0.011,0.015,5326.0,2841.0,1.0
I_3_hsgp_coeffs[43],0.332,0.875,-1.243,1.987,0.014,0.015,3998.0,2440.0,1.0
I_3_hsgp_coeffs[44],-0.714,0.832,-2.287,0.852,0.013,0.013,4325.0,2886.0,1.0
I_3_hsgp_coeffs[45],-0.14,0.868,-1.773,1.485,0.013,0.013,4375.0,3006.0,1.0
I_3_hsgp_coeffs[46],0.181,0.842,-1.345,1.778,0.013,0.012,3934.0,3312.0,1.0
I_3_hsgp_coeffs[47],0.337,0.878,-1.26,2.067,0.014,0.013,4079.0,2839.0,1.0
I_3_hsgp_coeffs[48],1.252,0.665,0.054,2.566,0.01,0.011,4090.0,2872.0,1.0
I_3_hsgp_coeffs[49],-1.176,0.667,-2.461,0.016,0.009,0.01,5171.0,3349.0,1.0
I_4_hsgp_coeffs[0],-0.027,0.942,-1.731,1.841,0.014,0.015,4555.0,3331.0,1.0
I_4_hsgp_coeffs[1],0.251,0.925,-1.487,2.012,0.013,0.015,5281.0,3012.0,1.0
I_4_hsgp_coeffs[2],-0.042,0.963,-1.785,1.793,0.014,0.015,5025.0,3260.0,1.0
I_4_hsgp_coeffs[3],-0.409,0.827,-1.933,1.206,0.013,0.015,4303.0,2620.0,1.0
I_4_hsgp_coeffs[4],0.056,0.887,-1.519,1.796,0.013,0.013,4577.0,3165.0,1.0
I_4_hsgp_coeffs[5],0.485,0.823,-0.997,2.074,0.013,0.012,4078.0,3174.0,1.0
I_4_hsgp_coeffs[6],0.121,0.838,-1.523,1.606,0.012,0.013,4654.0,2710.0,1.0
I_4_hsgp_coeffs[7],-0.472,0.85,-2.067,1.085,0.012,0.014,4890.0,2867.0,1.0
I_4_hsgp_coeffs[8],-0.432,0.848,-1.99,1.14,0.013,0.013,4506.0,2998.0,1.0
I_4_hsgp_coeffs[9],0.391,0.84,-1.126,2.025,0.013,0.012,4349.0,3271.0,1.0
I_4_hsgp_coeffs[10],0.758,0.874,-0.816,2.463,0.012,0.014,4984.0,3083.0,1.0
I_4_hsgp_coeffs[11],-0.235,0.822,-1.824,1.236,0.011,0.013,5299.0,3244.0,1.0
I_4_hsgp_coeffs[12],-0.895,0.859,-2.519,0.726,0.014,0.013,4039.0,3338.0,1.0
I_4_hsgp_coeffs[13],0.098,0.831,-1.537,1.585,0.012,0.014,4751.0,3172.0,1.0
I_4_hsgp_coeffs[14],0.682,0.862,-0.973,2.254,0.012,0.014,5147.0,2838.0,1.0
I_4_hsgp_coeffs[15],0.101,0.847,-1.534,1.606,0.012,0.012,4715.0,3252.0,1.0
I_4_hsgp_coeffs[16],-0.129,0.863,-1.786,1.412,0.012,0.013,4781.0,3056.0,1.0
I_4_hsgp_coeffs[17],-0.259,0.841,-1.789,1.359,0.012,0.013,5159.0,3076.0,1.0
I_4_hsgp_coeffs[18],-0.535,0.873,-2.202,1.068,0.012,0.016,4913.0,2929.0,1.0
I_4_hsgp_coeffs[19],0.358,0.846,-1.168,1.992,0.013,0.013,4237.0,3227.0,1.0
I_4_hsgp_coeffs[20],1.075,0.869,-0.461,2.823,0.012,0.015,5166.0,2844.0,1.0
I_4_hsgp_coeffs[21],-0.329,0.851,-1.922,1.29,0.012,0.013,4764.0,3248.0,1.0
I_4_hsgp_coeffs[22],-1.33,0.867,-2.978,0.293,0.012,0.013,4851.0,3132.0,1.0
I_4_hsgp_coeffs[23],0.189,0.865,-1.393,1.81,0.013,0.013,4479.0,3087.0,1.0
I_4_hsgp_coeffs[24],1.082,0.87,-0.598,2.691,0.013,0.014,4415.0,2927.0,1.0
I_4_hsgp_coeffs[25],0.069,0.87,-1.522,1.732,0.013,0.013,4375.0,3232.0,1.0
I_4_hsgp_coeffs[26],-0.538,0.864,-2.118,1.099,0.012,0.014,4931.0,2928.0,1.0
I_4_hsgp_coeffs[27],-0.323,0.855,-1.866,1.299,0.012,0.015,5063.0,2591.0,1.0
I_4_hsgp_coeffs[28],-0.153,0.849,-1.766,1.405,0.012,0.013,4852.0,2945.0,1.0
I_4_hsgp_coeffs[29],0.528,0.872,-1.084,2.155,0.012,0.014,5162.0,3267.0,1.0
I_4_hsgp_coeffs[30],0.675,0.855,-0.995,2.19,0.012,0.013,5456.0,3022.0,1.0
I_4_hsgp_coeffs[31],-0.586,0.869,-2.226,0.993,0.013,0.013,4400.0,2989.0,1.0
I_4_hsgp_coeffs[32],-0.947,0.882,-2.536,0.77,0.013,0.013,4961.0,3170.0,1.0
I_4_hsgp_coeffs[33],0.478,0.87,-1.112,2.164,0.013,0.014,4718.0,3032.0,1.0
I_4_hsgp_coeffs[34],0.847,0.874,-0.759,2.497,0.011,0.014,5998.0,2783.0,1.0
I_4_hsgp_coeffs[35],-0.253,0.861,-1.852,1.381,0.011,0.013,5874.0,3240.0,1.0
I_4_hsgp_coeffs[36],-0.504,0.875,-2.097,1.192,0.012,0.013,5119.0,2781.0,1.0
I_4_hsgp_coeffs[37],0.007,0.851,-1.648,1.551,0.012,0.014,5052.0,2985.0,1.0
I_4_hsgp_coeffs[38],0.035,0.87,-1.557,1.711,0.012,0.014,5321.0,2820.0,1.0
I_4_hsgp_coeffs[39],0.108,0.891,-1.608,1.775,0.012,0.014,5392.0,3270.0,1.0
I_4_hsgp_coeffs[40],0.359,0.848,-1.205,1.96,0.011,0.013,5594.0,3477.0,1.0
I_4_hsgp_coeffs[41],-0.083,0.871,-1.667,1.574,0.012,0.013,5681.0,3157.0,1.0
I_4_hsgp_coeffs[42],-0.546,0.872,-2.286,0.982,0.011,0.016,6878.0,3214.0,1.0
I_4_hsgp_coeffs[43],-0.029,0.866,-1.698,1.554,0.012,0.015,5225.0,2887.0,1.0
I_4_hsgp_coeffs[44],0.504,0.879,-1.015,2.272,0.011,0.013,6108.0,3267.0,1.0
I_4_hsgp_coeffs[45],0.211,0.866,-1.405,1.83,0.012,0.014,5463.0,3083.0,1.0
I_4_hsgp_coeffs[46],-0.232,0.857,-1.825,1.413,0.012,0.013,4762.0,3417.0,1.0
I_4_hsgp_coeffs[47],-0.32,0.832,-1.788,1.325,0.012,0.012,5077.0,3372.0,1.0
I_4_hsgp_coeffs[48],-0.166,0.793,-1.581,1.413,0.011,0.013,5568.0,3316.0,1.0
I_4_hsgp_coeffs[49],0.288,0.804,-1.204,1.808,0.011,0.012,5450.0,3480.0,1.0
I_5_hsgp_coeffs[0],-0.019,0.975,-1.893,1.786,0.015,0.016,4468.0,2893.0,1.0
I_5_hsgp_coeffs[1],0.001,0.929,-1.782,1.65,0.011,0.014,6608.0,3210.0,1.0
I_5_hsgp_coeffs[2],-0.244,0.963,-1.952,1.646,0.014,0.015,4737.0,3212.0,1.0
I_5_hsgp_coeffs[3],-0.032,0.844,-1.64,1.485,0.012,0.012,4676.0,3254.0,1.0
I_5_hsgp_coeffs[4],0.638,0.922,-1.13,2.383,0.014,0.014,4520.0,3056.0,1.0
I_5_hsgp_coeffs[5],0.158,0.822,-1.457,1.611,0.012,0.013,4787.0,3039.0,1.0
I_5_hsgp_coeffs[6],-0.837,0.86,-2.51,0.695,0.012,0.013,5066.0,3129.0,1.0
I_5_hsgp_coeffs[7],-0.301,0.855,-1.996,1.202,0.012,0.015,5431.0,3140.0,1.0
I_5_hsgp_coeffs[8],0.858,0.861,-0.725,2.482,0.014,0.014,4021.0,2809.0,1.0
I_5_hsgp_coeffs[9],0.23,0.848,-1.385,1.818,0.012,0.015,4725.0,3373.0,1.0
I_5_hsgp_coeffs[10],-0.6,0.869,-2.311,0.931,0.012,0.013,4849.0,3159.0,1.0
I_5_hsgp_coeffs[11],0.057,0.844,-1.549,1.617,0.012,0.013,4710.0,3054.0,1.0
I_5_hsgp_coeffs[12],0.37,0.885,-1.217,2.091,0.013,0.015,4701.0,3062.0,1.0
I_5_hsgp_coeffs[13],-0.425,0.858,-2.178,1.08,0.012,0.014,4964.0,3023.0,1.0
I_5_hsgp_coeffs[14],-0.241,0.849,-1.865,1.304,0.012,0.012,4743.0,3290.0,1.0
