,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
I_6[55],0.036,0.304,-0.549,0.624,0.007,0.007,2010.0,2135.0,1.0
I_6[56],0.056,0.305,-0.53,0.633,0.007,0.007,1987.0,2235.0,1.0
I_6[57],0.108,0.306,-0.479,0.674,0.007,0.007,1964.0,2290.0,1.0
I_6[58],0.187,0.309,-0.393,0.772,0.007,0.007,1940.0,2264.0,1.0
I_6[59],0.287,0.316,-0.307,0.901,0.008,0.007,1895.0,2333.0,1.0
I_6[60],0.4,0.328,-0.225,1.017,0.008,0.007,1849.0,2400.0,1.0
I_6[61],0.519,0.343,-0.104,1.176,0.008,0.007,1806.0,2278.0,1.0
I_6[62],0.633,0.36,0.008,1.344,0.009,0.007,1760.0,2391.0,1.0
I_6[63],0.737,0.378,0.097,1.507,0.009,0.008,1723.0,2457.0,1.0
I_6[64],0.823,0.394,0.18,1.641,0.01,0.008,1695.0,2456.0,1.0
I_6[65],0.889,0.407,0.207,1.706,0.01,0.008,1677.0,2543.0,1.0
I_6[66],0.933,0.417,0.257,1.788,0.01,0.008,1665.0,2467.0,1.0
I_6[67],0.957,0.422,0.23,1.782,0.01,0.008,1659.0,2528.0,1.0
I_6[68],0.965,0.424,0.25,1.808,0.01,0.008,1658.0,2562.0,1.0
I_6[69],0.96,0.424,0.248,1.808,0.01,0.008,1662.0,2579.0,1.0
I_6[70],0.949,0.422,0.224,1.778,0.01,0.008,1670.0,2513.0,1.0
I_6[71],0.938,0.421,0.223,1.77,0.01,0.008,1678.0,2529.0,1.0
I_6[72],0.931,0.42,0.222,1.762,0.01,0.008,1685.0,2513.0,1.0
I_6[73],0.931,0.421,0.209,1.755,0.01,0.008,1686.0,2481.0,1.0
I_6[74],0.939,0.423,0.221,1.773,0.01,0.008,1682.0,2528.0,1.0
I_6[75],0.955,0.427,0.244,1.816,0.011,0.008,1673.0,2436.0,1.0
I_6[76],0.975,0.431,0.239,1.829,0.011,0.008,1659.0,2371.0,1.0
I_6[77],0.994,0.435,0.279,1.88,0.011,0.008,1647.0,2435.0,1.0
I_6[78],1.008,0.437,0.27,1.871,0.011,0.008,1639.0,2406.0,1.0
I_6[79],1.008,0.436,0.26,1.859,0.011,0.008,1634.0,2362.0,1.0
I_6[80],0.991,0.432,0.277,1.862,0.011,0.008,1635.0,2304.0,1.0
I_6[81],0.952,0.422,0.231,1.78,0.01,0.008,1643.0,2317.0,1.0
I_6[82],0.89,0.409,0.202,1.701,0.01,0.008,1661.0,2367.0,1.0
I_6[83],0.805,0.391,0.151,1.575,0.01,0.008,1686.0,2509.0,1.0
I_6[84],0.7,0.371,0.098,1.445,0.009,0.007,1728.0,2438.0,1.0
I_6[85],0.582,0.351,-0.043,1.263,0.009,0.007,1781.0,2584.0,1.0
I_6[86],0.458,0.334,-0.098,1.168,0.008,0.007,1845.0,2470.0,1.0
I_6[87],0.338,0.321,-0.207,1.009,0.008,0.007,1913.0,2276.0,1.0
I_6[88],0.232,0.313,-0.301,0.892,0.007,0.007,1964.0,2128.0,1.0
I_6[89],0.148,0.308,-0.407,0.783,0.007,0.007,2011.0,2188.0,1.0
I_6[90],0.094,0.307,-0.493,0.69,0.007,0.007,2045.0,2065.0,1.0
I_6[91],0.075,0.306,-0.526,0.654,0.007,0.007,2069.0,1929.0,1.0
I_6[92],0.092,0.306,-0.497,0.683,0.007,0.007,2079.0,1853.0,1.0
I_6[93],0.142,0.308,-0.408,0.772,0.007,0.007,2073.0,1890.0,1.0
I_6[94],0.22,0.312,-0.308,0.887,0.007,0.007,2030.0,1877.0,1.0
I_6[95],0.317,0.319,-0.292,0.925,0.007,0.007,1975.0,2011.0,1.0
I_6[96],0.423,0.33,-0.182,1.066,0.008,0.007,1912.0,2116.0,1.0
I_6[97],0.524,0.344,-0.086,1.195,0.008,0.008,1845.0,2226.0,1.0
I_6[98],0.609,0.357,-0.005,1.316,0.009,0.008,1799.0,2457.0,1.0
I_6[99],0.666,0.366,0.07,1.426,0.009,0.008,1769.0,2483.0,1.0
I_6[100],0.686,0.37,0.06,1.423,0.009,0.008,1754.0,2453.0,1.0
I_6[101],0.664,0.366,0.058,1.412,0.009,0.008,1757.0,2482.0,1.0
I_6[102],0.596,0.355,0.008,1.322,0.009,0.007,1784.0,2303.0,1.0
I_6[103],0.486,0.339,-0.066,1.209,0.008,0.007,1823.0,2228.0,1.0
I_6[104],0.339,0.323,-0.19,1.038,0.008,0.007,1886.0,2084.0,1.0
I_6[105],0.165,0.31,-0.431,0.757,0.007,0.007,1943.0,1962.0,1.0
I_6[106],-0.025,0.306,-0.606,0.564,0.007,0.007,1970.0,1844.0,1.0
I_6[107],-0.216,0.313,-0.787,0.418,0.007,0.007,1963.0,1836.0,1.0
I_6[108],-0.397,0.329,-1.082,0.181,0.008,0.007,1968.0,1838.0,1.0
I_6[109],-0.553,0.351,-1.242,0.063,0.008,0.007,2004.0,2112.0,1.0
I_6[110],-0.676,0.375,-1.431,-0.062,0.008,0.008,2112.0,2338.0,1.0
mu_w_6[0],11.622,8.266,1.462,25.216,0.142,0.4,4687.0,2813.0,1.0
mu_w_6[1],16.169,10.45,2.729,32.904,0.176,0.567,5284.0,2831.0,1.0
mu_w_6[2],16.478,10.54,4.001,34.283,0.179,0.553,5275.0,2942.0,1.0
mu_w_6[3],19.045,11.947,4.551,38.628,0.198,0.73,5746.0,2741.0,1.0
mu_w_6[4],42.23,26.095,12.574,86.606,0.413,1.162,6015.0,2811.0,1.0
mu_w_6[5],30.159,17.619,8.335,58.753,0.283,0.847,6232.0,2781.0,1.0
mu_w_6[6],59.621,43.67,12.667,126.368,0.682,2.702,5678.0,3132.0,1.0
mu_w_6[7],73.812,62.232,13.154,163.2,0.978,4.6,5386.0,3208.0,1.0
mu_w_6[8],48.986,31.561,12.818,101.71,0.492,1.335,5931.0,3082.0,1.0
mu_w_6[9],35.752,21.627,8.739,70.236,0.343,1.061,6373.0,2826.0,1.0
mu_w_6[10],30.829,18.362,8.196,60.297,0.294,0.947,6573.0,2717.0,1.0
mu_w_6[11],13.693,9.402,2.78,29.823,0.158,0.413,4893.0,3061.0,1.0
I_7[0],0.612,0.381,-0.026,1.35,0.008,0.008,2220.0,2534.0,1.0
I_7[1],0.738,0.395,0.044,1.476,0.009,0.009,2109.0,2538.0,1.0
I_7[2],0.817,0.407,0.075,1.562,0.009,0.009,2066.0,2359.0,1.0
I_7[3],0.843,0.412,0.095,1.59,0.009,0.009,2067.0,2355.0,1.0
I_7[4],0.816,0.407,0.056,1.546,0.009,0.009,2109.0,2430.0,1.0
I_7[5],0.738,0.394,0.018,1.47,0.009,0.009,2198.0,2369.0,1.0
I_7[6],0.617,0.375,-0.074,1.325,0.008,0.008,2317.0,2245.0,1.0
I_7[7],0.464,0.354,-0.142,1.198,0.007,0.008,2409.0,2422.0,1.0
I_7[8],0.289,0.336,-0.295,0.984,0.007,0.008,2483.0,2326.0,1.0
I_7[9],0.106,0.326,-0.51,0.75,0.007,0.007,2495.0,2465.0,1.0
I_7[10],-0.071,0.324,-0.731,0.512,0.007,0.007,2447.0,2489.0,1.0
I_7[11],-0.231,0.329,-0.857,0.398,0.007,0.007,2369.0,2627.0,1.0
I_7[12],-0.363,0.337,-1.015,0.261,0.007,0.007,2307.0,2565.0,1.0
I_7[13],-0.458,0.346,-1.109,0.19,0.007,0.007,2252.0,2548.0,1.0
I_7[14],-0.51,0.352,-1.209,0.107,0.007,0.007,2223.0,2597.0,1.0
I_7[15],-0.516,0.353,-1.193,0.122,0.007,0.007,2223.0,2623.0,1.0
I_7[16],-0.476,0.348,-1.135,0.169,0.007,0.007,2242.0,2549.0,1.0
I_7[17],-0.39,0.34,-1.031,0.252,0.007,0.007,2283.0,2464.0,1.0
I_7[18],-0.264,0.331,-0.914,0.338,0.007,0.007,2341.0,2287.0,1.0
I_7[19],-0.103,0.324,-0.727,0.505,0.007,0.007,2394.0,2111.0,1.0
I_7[20],0.085,0.325,-0.525,0.711,0.007,0.008,2412.0,2260.0,1.0
I_7[21],0.291,0.335,-0.344,0.917,0.007,0.008,2441.0,2259.0,1.0
I_7[22],0.506,0.357,-0.091,1.223,0.008,0.009,2378.0,2407.0,1.0
I_7[23],0.72,0.388,0.031,1.423,0.008,0.009,2239.0,2463.0,1.0
I_7[24],0.921,0.423,0.223,1.736,0.009,0.01,2092.0,2475.0,1.0
I_7[25],1.102,0.458,0.305,1.928,0.01,0.01,1975.0,2536.0,1.0
I_7[26],1.252,0.49,0.372,2.118,0.011,0.01,1904.0,2513.0,1.0
I_7[27],1.364,0.515,0.441,2.278,0.012,0.011,1854.0,2469.0,1.0
I_7[28],1.434,0.531,0.478,2.377,0.012,0.011,1824.0,2285.0,1.0
I_7[29],1.458,0.537,0.494,2.41,0.012,0.011,1809.0,2307.0,1.0
I_7[30],1.436,0.532,0.51,2.411,0.012,0.011,1810.0,2266.0,1.0
I_7[31],1.371,0.517,0.457,2.294,0.012,0.011,1827.0,2428.0,1.0
I_7[32],1.269,0.495,0.385,2.145,0.011,0.011,1863.0,2423.0,1.0
I_7[33],1.137,0.467,0.296,1.958,0.011,0.01,1921.0,2534.0,1.0
I_7[34],0.986,0.437,0.268,1.837,0.01,0.01,2011.0,2462.0,1.0
I_7[35],0.829,0.408,0.121,1.589,0.009,0.009,2119.0,2487.0,1.0
I_7[36],0.677,0.383,0.03,1.418,0.008,0.009,2230.0,2293.0,1.0
I_7[37],0.541,0.364,-0.095,1.233,0.008,0.009,2325.0,2276.0,1.0
I_7[38],0.434,0.351,-0.196,1.099,0.007,0.008,2383.0,2309.0,1.0
I_7[39],0.362,0.343,-0.239,1.039,0.007,0.008,2417.0,2359.0,1.0
I_7[40],0.33,0.34,-0.298,0.97,0.007,0.008,2429.0,2436.0,1.0
I_7[41],0.34,0.341,-0.268,1.004,0.007,0.008,2430.0,2488.0,1.0
I_7[42],0.389,0.345,-0.222,1.055,0.007,0.008,2407.0,2435.0,1.0
I_7[43],0.47,0.354,-0.132,1.18,0.008,0.008,2364.0,2377.0,1.0
I_7[44],0.576,0.368,-0.007,1.345,0.008,0.009,2286.0,2400.0,1.0
I_7[45],0.694,0.385,0.074,1.464,0.008,0.009,2197.0,2556.0,1.0
I_7[46],0.811,0.405,0.166,1.62,0.009,0.009,2108.0,2630.0,1.0
I_7[47],0.917,0.423,0.164,1.688,0.009,0.009,2037.0,2588.0,1.0
I_7[48],0.998,0.439,0.234,1.796,0.01,0.01,1990.0,2579.0,1.0
I_7[49],1.047,0.448,0.269,1.857,0.01,0.01,1970.0,2628.0,1.0
I_7[50],1.056,0.45,0.28,1.876,0.01,0.01,1975.0,2561.0,1.0
I_7[51],1.024,0.443,0.258,1.827,0.01,0.01,2004.0,2579.0,1.0
I_7[52],0.95,0.429,0.184,1.717,0.01,0.009,2059.0,2390.0,1.0
I_7[53],0.84,0.409,0.101,1.574,0.009,0.009,2147.0,2282.0,1.0
I_7[54],0.7,0.386,0.04,1.44,0.008,0.009,2251.0,2324.0,1.0
I_7[55],0.54,0.362,-0.094,1.238,0.008,0.008,2359.0,2333.0,1.0
I_7[56],0.368,0.343,-0.212,1.07,0.007,0.008,2427.0,2299.0,1.0
I_7[57],0.197,0.33,-0.365,0.885,0.007,0.008,2462.0,2320.0,1.0
I_7[58],0.034,0.324,-0.601,0.636,0.007,0.007,2439.0,2342.0,1.0
I_7[59],-0.112,0.324,-0.789,0.449,0.007,0.007,2395.0,2579.0,1.0
I_7[60],-0.236,0.329,-0.852,0.396,0.007,0.007,2344.0,2562.0,1.0
I_7[61],-0.334,0.335,-0.979,0.283,0.007,0.007,2287.0,2468.0,1.0
I_7[62],-0.406,0.341,-1.06,0.21,0.007,0.007,2249.0,2655.0,1.0
I_7[63],-0.454,0.346,-1.117,0.163,0.007,0.007,2221.0,2638.0,1.0
I_7[64],-0.482,0.349,-1.152,0.139,0.007,0.007,2202.0,2620.0,1.0
I_7[65],-0.494,0.351,-1.164,0.132,0.007,0.007,2191.0,2700.0,1.0
I_7[66],-0.495,0.351,-1.171,0.132,0.007,0.007,2190.0,2590.0,1.0
I_7[67],-0.491,0.35,-1.17,0.137,0.007,0.007,2190.0,2589.0,1.0
I_7[68],-0.487,0.35,-1.185,0.117,0.007,0.007,2192.0,2561.0,1.0
I_7[69],-0.485,0.349,-1.181,0.114,0.007,0.007,2192.0,2571.0,1.0
I_7[70],-0.489,0.349,-1.2,0.102,0.007,0.007,2191.0,2514.0,1.0
I_7[71],-0.499,0.35,-1.151,0.148,0.007,0.007,2187.0,2506.0,1.0
I_7[72],-0.515,0.351,-1.22,0.09,0.008,0.007,2183.0,2464.0,1.0
I_7[73],-0.535,0.353,-1.234,0.083,0.008,0.007,2177.0,2482.0,1.0
I_7[74],-0.558,0.356,-1.266,0.061,0.008,0.007,2170.0,2481.0,1.0
I_7[75],-0.582,0.358,-1.307,0.033,0.008,0.007,2162.0,2461.0,1.0
I_7[76],-0.603,0.361,-1.299,0.042,0.008,0.007,2158.0,2453.0,1.0
I_7[77],-0.622,0.364,-1.307,0.039,0.008,0.007,2156.0,2476.0,1.0
I_7[78],-0.635,0.366,-1.34,0.003,0.008,0.007,2154.0,2501.0,1.0
I_7[79],-0.644,0.367,-1.361,-0.015,0.008,0.007,2150.0,2466.0,1.0
I_7[80],-0.647,0.368,-1.382,-0.027,0.008,0.007,2150.0,2483.0,1.0
I_7[81],-0.646,0.368,-1.388,-0.029,0.008,0.007,2147.0,2562.0,1.0
I_7[82],-0.642,0.368,-1.352,0.003,0.008,0.007,2148.0,2632.0,1.0
I_7[83],-0.636,0.367,-1.361,-0.012,0.008,0.007,2146.0,2688.0,1.0
I_7[84],-0.629,0.367,-1.325,0.023,0.008,0.007,2146.0,2651.0,1.0
I_7[85],-0.623,0.366,-1.333,0.01,0.008,0.007,2147.0,2545.0,1.0
I_7[86],-0.618,0.365,-1.31,0.021,0.008,0.007,2149.0,2483.0,1.0
I_7[87],-0.615,0.365,-1.305,0.034,0.008,0.007,2147.0,2516.0,1.0
I_7[88],-0.615,0.365,-1.31,0.024,0.008,0.007,2145.0,2499.0,1.0
I_7[89],-0.617,0.365,-1.316,0.024,0.008,0.007,2143.0,2510.0,1.0
I_7[90],-0.62,0.366,-1.362,-0.012,0.008,0.007,2143.0,2543.0,1.0
I_7[91],-0.624,0.367,-1.334,0.017,0.008,0.007,2142.0,2577.0,1.0
I_7[92],-0.629,0.368,-1.34,0.02,0.008,0.007,2138.0,2594.0,1.0
I_7[93],-0.634,0.37,-1.375,-0.007,0.008,0.007,2138.0,2589.0,1.0
I_7[94],-0.637,0.371,-1.371,0.005,0.008,0.007,2143.0,2651.0,1.0
I_7[95],-0.639,0.372,-1.349,0.025,0.008,0.007,2147.0,2620.0,1.0
I_7[96],-0.639,0.373,-1.352,0.02,0.008,0.007,2147.0,2624.0,1.0
I_7[97],-0.636,0.372,-1.352,0.024,0.008,0.007,2143.0,2614.0,1.0
I_7[98],-0.631,0.37,-1.345,0.019,0.008,0.007,2144.0,2640.0,1.0
I_7[99],-0.622,0.368,-1.26,0.099,0.008,0.007,2162.0,2603.0,1.0
I_7[100],-0.609,0.368,-1.286,0.059,0.008,0.007,2218.0,2551.0,1.0
mu_w_7[0],37.697,19.582,12.84,67.423,0.324,1.054,5337.0,3350.0,1.0
mu_w_7[1],14.02,7.541,4.039,25.594,0.137,0.366,4565.0,2761.0,1.0
mu_w_7[2],53.695,32.377,15.338,103.496,0.517,1.744,5334.0,3635.0,1.0
mu_w_7[3],53.105,31.412,15.655,102.044,0.501,1.478,5315.0,3634.0,1.0
mu_w_7[4],39.961,21.223,12.45,71.241,0.348,1.387,5358.0,3437.0,1.0
mu_w_7[5],35.889,18.239,12.727,63.909,0.304,0.997,5271.0,3175.0,1.0
mu_w_7[6],12.745,7.136,3.614,23.95,0.13,0.344,4508.0,2810.0,1.0
mu_w_7[7],11.219,6.597,3.162,21.738,0.12,0.314,4484.0,2893.0,1.0
mu_w_7[8],10.604,6.427,2.489,20.364,0.117,0.305,4551.0,2851.0,1.0
mu_w_7[9],10.58,6.412,2.494,20.445,0.117,0.306,4426.0,2917.0,1.0
mu_w_7[10],10.86,6.616,2.55,21.261,0.122,0.326,4409.0,2850.0,1.0
