,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
I_5[109],0.578,0.277,0.096,1.097,0.005,0.005,2996.0,3066.0,1.0
I_5[110],0.552,0.273,0.09,1.075,0.005,0.005,3032.0,3041.0,1.0
I_5[111],0.53,0.27,0.088,1.064,0.005,0.005,3074.0,3042.0,1.0
I_5[112],0.513,0.267,0.085,1.052,0.005,0.005,3119.0,3041.0,1.0
I_5[113],0.501,0.265,0.052,1.009,0.005,0.005,3157.0,3113.0,1.0
I_5[114],0.494,0.264,0.045,0.997,0.005,0.005,3186.0,3193.0,1.0
I_5[115],0.492,0.264,0.029,0.982,0.005,0.005,3198.0,3165.0,1.0
I_5[116],0.492,0.264,0.035,0.991,0.005,0.005,3188.0,3219.0,1.0
I_5[117],0.495,0.264,0.041,1.002,0.005,0.005,3175.0,3289.0,1.0
I_5[118],0.498,0.265,0.055,1.013,0.005,0.005,3157.0,3233.0,1.0
I_5[119],0.501,0.265,0.048,1.006,0.005,0.005,3106.0,3131.0,1.0
I_5[120],0.502,0.266,0.053,1.007,0.005,0.005,3062.0,3080.0,1.0
I_5[121],0.501,0.265,0.058,1.011,0.005,0.005,3021.0,2949.0,1.0
I_5[122],0.499,0.265,0.06,1.01,0.005,0.005,2962.0,3107.0,1.0
I_5[123],0.494,0.264,0.045,0.995,0.005,0.005,2928.0,3033.0,1.0
I_5[124],0.488,0.263,0.063,1.012,0.005,0.005,2913.0,2929.0,1.0
I_5[125],0.482,0.262,0.053,1.001,0.005,0.005,2900.0,2871.0,1.0
I_5[126],0.476,0.261,0.039,0.981,0.005,0.005,2887.0,2959.0,1.0
I_5[127],0.472,0.261,0.035,0.976,0.005,0.005,2882.0,2971.0,1.0
I_5[128],0.47,0.26,0.029,0.972,0.005,0.005,2878.0,3153.0,1.0
I_5[129],0.472,0.261,0.015,0.963,0.005,0.005,2882.0,3138.0,1.0
I_5[130],0.477,0.262,0.033,0.985,0.005,0.005,2886.0,3218.0,1.0
I_5[131],0.486,0.264,0.026,0.99,0.005,0.005,2900.0,3088.0,1.0
I_5[132],0.499,0.266,0.037,1.01,0.005,0.005,2920.0,3139.0,1.0
I_5[133],0.513,0.269,0.06,1.041,0.005,0.005,2930.0,3099.0,1.0
I_5[134],0.529,0.271,0.075,1.061,0.005,0.005,2942.0,3122.0,1.0
I_5[135],0.543,0.273,0.066,1.053,0.005,0.005,2966.0,3106.0,1.0
I_5[136],0.554,0.274,0.072,1.056,0.005,0.005,3008.0,3052.0,1.0
I_5[137],0.561,0.274,0.125,1.105,0.005,0.005,3077.0,3141.0,1.0
I_5[138],0.56,0.274,0.096,1.068,0.005,0.005,3057.0,3251.0,1.0
I_5[139],0.55,0.273,0.113,1.082,0.005,0.005,3046.0,3031.0,1.0
I_5[140],0.53,0.273,0.071,1.051,0.005,0.005,3068.0,3141.0,1.0
mu_w_5[0],20.74,9.132,7.452,37.545,0.147,0.263,4755.0,2856.0,1.0
mu_w_5[1],34.427,11.241,15.669,54.301,0.169,0.281,5159.0,2849.0,1.0
mu_w_5[2],57.535,16.219,32.686,89.294,0.225,0.423,6536.0,2981.0,1.0
mu_w_5[3],45.991,13.367,25.304,71.876,0.193,0.341,6210.0,2626.0,1.0
mu_w_5[4],50.549,14.387,27.677,77.557,0.202,0.363,6646.0,2728.0,1.0
mu_w_5[5],73.401,21.694,37.896,111.969,0.3,0.576,6777.0,2998.0,1.0
mu_w_5[6],45.193,13.207,25.392,71.252,0.191,0.331,5758.0,2501.0,1.0
mu_w_5[7],57.235,16.152,31.452,87.189,0.23,0.423,6545.0,3113.0,1.0
mu_w_5[8],53.691,15.175,29.685,83.0,0.214,0.392,6626.0,2892.0,1.0
mu_w_5[9],72.489,21.227,39.126,112.692,0.291,0.584,7021.0,2971.0,1.0
mu_w_5[10],105.769,36.666,48.822,172.473,0.516,0.975,6499.0,2801.0,1.0
mu_w_5[11],92.836,30.172,46.489,150.198,0.422,0.844,6711.0,3020.0,1.0
mu_w_5[12],91.086,29.4,44.138,144.185,0.413,0.818,6710.0,2985.0,1.0
mu_w_5[13],94.486,30.981,47.369,151.713,0.432,0.851,6790.0,3000.0,1.0
I_6[0],0.216,0.288,-0.326,0.763,0.005,0.005,3362.0,3221.0,1.0
I_6[1],0.178,0.284,-0.362,0.711,0.005,0.005,3120.0,3041.0,1.0
I_6[2],0.153,0.286,-0.374,0.706,0.005,0.005,2982.0,2836.0,1.0
I_6[3],0.136,0.288,-0.408,0.676,0.005,0.005,2932.0,2968.0,1.0
I_6[4],0.121,0.288,-0.409,0.689,0.005,0.005,2950.0,2912.0,1.0
I_6[5],0.103,0.286,-0.429,0.659,0.005,0.005,3018.0,2932.0,1.0
I_6[6],0.079,0.283,-0.476,0.611,0.005,0.005,3115.0,2944.0,1.0
I_6[7],0.046,0.279,-0.5,0.584,0.005,0.005,3209.0,2990.0,1.0
I_6[8],0.006,0.277,-0.523,0.54,0.005,0.005,3289.0,3078.0,1.0
I_6[9],-0.039,0.275,-0.572,0.48,0.005,0.005,3352.0,3038.0,1.0
I_6[10],-0.083,0.275,-0.609,0.437,0.005,0.005,3379.0,3053.0,1.0
I_6[11],-0.12,0.276,-0.662,0.396,0.005,0.005,3402.0,3114.0,1.0
I_6[12],-0.144,0.277,-0.696,0.37,0.005,0.005,3400.0,3065.0,1.0
I_6[13],-0.151,0.278,-0.712,0.356,0.005,0.005,3382.0,3065.0,1.0
I_6[14],-0.136,0.278,-0.7,0.376,0.005,0.005,3349.0,3065.0,1.0
I_6[15],-0.098,0.279,-0.687,0.384,0.005,0.005,3299.0,3140.0,1.0
I_6[16],-0.038,0.279,-0.56,0.518,0.005,0.005,3239.0,2991.0,1.0
I_6[17],0.042,0.281,-0.524,0.555,0.005,0.005,3165.0,2896.0,1.0
I_6[18],0.133,0.285,-0.403,0.69,0.005,0.005,3088.0,2878.0,1.0
I_6[19],0.23,0.291,-0.329,0.78,0.005,0.005,3005.0,2679.0,1.0
I_6[20],0.324,0.298,-0.241,0.893,0.006,0.005,2941.0,2706.0,1.0
I_6[21],0.406,0.306,-0.123,1.027,0.006,0.005,2888.0,2596.0,1.0
I_6[22],0.47,0.314,-0.075,1.095,0.006,0.005,2855.0,2599.0,1.0
I_6[23],0.51,0.318,-0.016,1.164,0.006,0.005,2838.0,2893.0,1.0
I_6[24],0.526,0.319,-0.012,1.169,0.006,0.005,2835.0,2936.0,1.0
I_6[25],0.517,0.317,-0.03,1.148,0.006,0.005,2844.0,3015.0,1.0
I_6[26],0.489,0.313,-0.043,1.118,0.006,0.005,2861.0,2989.0,1.0
I_6[27],0.447,0.307,-0.089,1.061,0.006,0.005,2883.0,2943.0,1.0
I_6[28],0.401,0.302,-0.138,0.997,0.006,0.005,2901.0,2964.0,1.0
I_6[29],0.359,0.298,-0.172,0.956,0.006,0.005,2907.0,2854.0,1.0
I_6[30],0.331,0.296,-0.2,0.924,0.006,0.005,2900.0,2549.0,1.0
I_6[31],0.324,0.297,-0.22,0.901,0.006,0.005,2880.0,3020.0,1.0
I_6[32],0.344,0.3,-0.196,0.929,0.006,0.005,2849.0,3006.0,1.0
I_6[33],0.393,0.307,-0.152,0.99,0.006,0.005,2809.0,2904.0,1.0
I_6[34],0.469,0.317,-0.098,1.082,0.006,0.005,2765.0,2965.0,1.0
I_6[35],0.568,0.332,-0.028,1.204,0.006,0.006,2727.0,2739.0,1.0
I_6[36],0.68,0.351,0.064,1.345,0.007,0.006,2686.0,2814.0,1.0
I_6[37],0.797,0.372,0.135,1.487,0.007,0.006,2653.0,2956.0,1.0
I_6[38],0.905,0.394,0.246,1.672,0.008,0.007,2624.0,2788.0,1.0
I_6[39],0.993,0.412,0.264,1.769,0.008,0.007,2601.0,2813.0,1.0
I_6[40],1.05,0.425,0.318,1.861,0.008,0.007,2589.0,2691.0,1.0
I_6[41],1.068,0.428,0.331,1.885,0.008,0.007,2581.0,2709.0,1.0
I_6[42],1.041,0.422,0.317,1.848,0.008,0.007,2579.0,2691.0,1.0
I_6[43],0.967,0.405,0.273,1.749,0.008,0.007,2590.0,2746.0,1.0
I_6[44],0.849,0.38,0.212,1.602,0.007,0.006,2619.0,2729.0,1.0
I_6[45],0.693,0.35,0.076,1.355,0.007,0.006,2676.0,2665.0,1.0
I_6[46],0.508,0.319,-0.064,1.11,0.006,0.006,2768.0,2874.0,1.0
I_6[47],0.305,0.294,-0.2,0.921,0.006,0.005,2898.0,2946.0,1.0
I_6[48],0.097,0.279,-0.475,0.6,0.005,0.005,3048.0,2861.0,1.0
I_6[49],-0.105,0.279,-0.632,0.439,0.005,0.005,3176.0,2878.0,1.0
I_6[50],-0.289,0.289,-0.844,0.261,0.005,0.005,3229.0,3115.0,1.0
I_6[51],-0.449,0.306,-1.117,0.044,0.005,0.005,3243.0,3130.0,1.0
I_6[52],-0.578,0.324,-1.239,-0.029,0.006,0.006,3231.0,3082.0,1.0
I_6[53],-0.675,0.341,-1.326,-0.071,0.006,0.006,3214.0,3110.0,1.0
I_6[54],-0.741,0.353,-1.417,-0.122,0.006,0.006,3197.0,3111.0,1.0
I_6[55],-0.78,0.36,-1.468,-0.148,0.006,0.007,3190.0,3190.0,1.0
I_6[56],-0.798,0.364,-1.494,-0.166,0.007,0.007,3190.0,3115.0,1.0
I_6[57],-0.804,0.366,-1.491,-0.161,0.007,0.007,3187.0,3114.0,1.0
I_6[58],-0.804,0.366,-1.498,-0.172,0.007,0.007,3184.0,3166.0,1.0
I_6[59],-0.806,0.366,-1.506,-0.183,0.007,0.007,3178.0,3140.0,1.0
I_6[60],-0.814,0.368,-1.528,-0.203,0.007,0.007,3158.0,3164.0,1.0
I_6[61],-0.833,0.372,-1.532,-0.198,0.007,0.007,3115.0,3246.0,1.0
I_6[62],-0.862,0.377,-1.587,-0.236,0.007,0.007,3037.0,3217.0,1.0
I_6[63],-0.899,0.385,-1.627,-0.252,0.007,0.007,2957.0,3302.0,1.0
I_6[64],-0.94,0.394,-1.667,-0.264,0.007,0.007,2886.0,3170.0,1.0
I_6[65],-0.979,0.403,-1.726,-0.291,0.007,0.007,2843.0,3090.0,1.0
I_6[66],-1.01,0.41,-1.774,-0.317,0.008,0.008,2817.0,2984.0,1.0
I_6[67],-1.026,0.414,-1.798,-0.333,0.008,0.008,2799.0,2938.0,1.0
I_6[68],-1.022,0.413,-1.852,-0.383,0.008,0.008,2806.0,2992.0,1.0
I_6[69],-0.993,0.407,-1.781,-0.339,0.008,0.007,2844.0,2969.0,1.0
I_6[70],-0.937,0.394,-1.682,-0.272,0.007,0.007,2918.0,2901.0,1.0
I_6[71],-0.856,0.377,-1.591,-0.239,0.007,0.007,3029.0,2946.0,1.0
I_6[72],-0.751,0.356,-1.426,-0.144,0.006,0.006,3126.0,3016.0,1.0
I_6[73],-0.628,0.333,-1.257,-0.049,0.006,0.006,3227.0,3163.0,1.0
I_6[74],-0.493,0.312,-1.097,0.058,0.005,0.005,3353.0,3272.0,1.0
I_6[75],-0.354,0.294,-0.929,0.172,0.005,0.005,3445.0,3063.0,1.0
I_6[76],-0.217,0.282,-0.793,0.287,0.005,0.005,3480.0,2857.0,1.0
I_6[77],-0.091,0.276,-0.643,0.417,0.005,0.005,3427.0,2753.0,1.0
I_6[78],0.02,0.276,-0.513,0.552,0.005,0.005,3306.0,2969.0,1.0
I_6[79],0.112,0.279,-0.426,0.652,0.005,0.005,3169.0,2835.0,1.0
I_6[80],0.182,0.284,-0.337,0.753,0.005,0.005,3047.0,2921.0,1.0
I_6[81],0.23,0.289,-0.303,0.792,0.005,0.005,2966.0,2831.0,1.0
I_6[82],0.258,0.292,-0.274,0.824,0.005,0.005,2921.0,2787.0,1.0
I_6[83],0.268,0.293,-0.265,0.837,0.005,0.005,2916.0,2848.0,1.0
I_6[84],0.266,0.292,-0.275,0.829,0.005,0.005,2944.0,2877.0,1.0
I_6[85],0.256,0.29,-0.278,0.825,0.005,0.005,2989.0,2877.0,1.0
I_6[86],0.242,0.288,-0.284,0.816,0.005,0.005,3051.0,2856.0,1.0
I_6[87],0.227,0.286,-0.301,0.794,0.005,0.005,3123.0,2798.0,1.0
I_6[88],0.216,0.285,-0.308,0.779,0.005,0.005,3189.0,2917.0,1.0
I_6[89],0.209,0.284,-0.374,0.718,0.005,0.005,3237.0,2873.0,1.0
I_6[90],0.208,0.283,-0.348,0.739,0.005,0.005,3263.0,2808.0,1.0
I_6[91],0.211,0.284,-0.32,0.759,0.005,0.005,3271.0,2829.0,1.0
I_6[92],0.218,0.284,-0.335,0.747,0.005,0.005,3245.0,2830.0,1.0
I_6[93],0.227,0.285,-0.322,0.763,0.005,0.005,3200.0,2873.0,1.0
I_6[94],0.235,0.286,-0.275,0.817,0.005,0.005,3138.0,2788.0,1.0
I_6[95],0.24,0.287,-0.286,0.806,0.005,0.005,3075.0,2864.0,1.0
I_6[96],0.239,0.287,-0.269,0.83,0.005,0.005,3021.0,2863.0,1.0
I_6[97],0.231,0.287,-0.292,0.81,0.005,0.005,2988.0,2884.0,1.0
I_6[98],0.214,0.285,-0.323,0.776,0.005,0.005,2990.0,2794.0,1.0
I_6[99],0.186,0.283,-0.321,0.773,0.005,0.005,3022.0,2920.0,1.0
I_6[100],0.148,0.28,-0.36,0.715,0.005,0.005,3083.0,2898.0,1.0
I_6[101],0.099,0.278,-0.423,0.644,0.005,0.005,3166.0,2813.0,1.0
I_6[102],0.038,0.276,-0.492,0.573,0.005,0.005,3256.0,2876.0,1.0
I_6[103],-0.034,0.277,-0.624,0.453,0.005,0.005,3342.0,2901.0,1.0
I_6[104],-0.116,0.28,-0.674,0.414,0.005,0.005,3394.0,3040.0,1.0
I_6[105],-0.208,0.286,-0.759,0.332,0.005,0.005,3425.0,3017.0,1.0
I_6[106],-0.307,0.295,-0.893,0.213,0.005,0.005,3429.0,3103.0,1.0
I_6[107],-0.413,0.306,-1.032,0.113,0.005,0.005,3397.0,3041.0,1.0
I_6[108],-0.521,0.321,-1.117,0.065,0.006,0.006,3335.0,3241.0,1.0
I_6[109],-0.628,0.34,-1.275,-0.041,0.006,0.006,3233.0,3245.0,1.0
I_6[110],-0.731,0.364,-1.421,-0.099,0.006,0.006,3127.0,3392.0,1.0
mu_w_6[0],48.244,30.596,13.268,92.066,0.56,1.941,5945.0,2529.0,1.0
mu_w_6[1],42.641,27.32,12.25,82.692,0.502,1.846,6060.0,2556.0,1.0
mu_w_6[2],66.57,43.777,17.021,129.509,0.791,2.772,5815.0,2559.0,1.0
mu_w_6[3],76.275,52.747,18.842,154.58,0.948,3.259,5668.0,2529.0,1.0
mu_w_6[4],81.38,56.242,19.083,166.165,0.996,3.247,5704.0,2343.0,1.0
mu_w_6[5],24.691,17.392,4.166,49.754,0.312,1.225,5236.0,2740.0,1.0
mu_w_6[6],19.895,14.787,3.402,42.292,0.266,1.028,4877.0,2648.0,1.0
mu_w_6[7],30.502,20.239,7.161,60.157,0.363,1.362,5662.0,2507.0,1.0
mu_w_6[8],54.583,34.797,15.328,104.338,0.637,2.268,5794.0,2531.0,1.0
mu_w_6[9],53.994,34.621,15.065,104.637,0.633,2.262,5848.0,2559.0,1.0
mu_w_6[10],35.501,23.04,9.517,69.582,0.414,1.62,6131.0,2491.0,1.0
I_7[0],-0.456,0.317,-1.088,0.093,0.006,0.006,3239.0,2800.0,1.0
I_7[1],-0.489,0.319,-1.103,0.09,0.006,0.006,3185.0,2662.0,1.0
I_7[2],-0.508,0.321,-1.137,0.081,0.006,0.006,3172.0,2779.0,1.0
I_7[3],-0.51,0.323,-1.145,0.09,0.006,0.006,3179.0,2701.0,1.0
I_7[4],-0.494,0.322,-1.143,0.09,0.006,0.006,3192.0,2614.0,1.0
I_7[5],-0.46,0.318,-1.143,0.077,0.006,0.006,3207.0,2679.0,1.0
I_7[6],-0.408,0.311,-1.008,0.19,0.006,0.006,3221.0,2760.0,1.0
I_7[7],-0.341,0.303,-0.926,0.237,0.005,0.006,3239.0,2703.0,1.0
I_7[8],-0.263,0.296,-0.867,0.263,0.005,0.006,3259.0,2849.0,1.0
I_7[9],-0.18,0.29,-0.741,0.369,0.005,0.006,3274.0,2865.0,1.0
I_7[10],-0.096,0.286,-0.633,0.46,0.005,0.006,3279.0,2855.0,1.0
I_7[11],-0.018,0.284,-0.547,0.538,0.005,0.006,3268.0,2811.0,1.0
I_7[12],0.05,0.284,-0.53,0.554,0.005,0.006,3250.0,2784.0,1.0
I_7[13],0.101,0.286,-0.43,0.653,0.005,0.006,3230.0,2801.0,1.0
I_7[14],0.134,0.287,-0.397,0.695,0.005,0.006,3211.0,2858.0,1.0
I_7[15],0.146,0.288,-0.425,0.664,0.005,0.006,3202.0,2858.0,1.0
I_7[16],0.136,0.288,-0.446,0.648,0.005,0.006,3208.0,2860.0,1.0
I_7[17],0.106,0.287,-0.413,0.687,0.005,0.006,3227.0,2882.0,1.0
I_7[18],0.057,0.285,-0.473,0.622,0.005,0.006,3261.0,2927.0,1.0
I_7[19],-0.006,0.285,-0.518,0.572,0.005,0.006,3298.0,2853.0,1.0
I_7[20],-0.08,0.285,-0.639,0.46,0.005,0.006,3318.0,2834.0,1.0
I_7[21],-0.158,0.288,-0.727,0.376,0.005,0.006,3330.0,2888.0,1.0
I_7[22],-0.237,0.292,-0.803,0.314,0.005,0.006,3313.0,2865.0,1.0
I_7[23],-0.312,0.297,-0.856,0.275,0.005,0.006,3293.0,2769.0,1.0
I_7[24],-0.377,0.303,-0.956,0.189,0.005,0.006,3266.0,2848.0,1.0
I_7[25],-0.431,0.308,-1.018,0.146,0.005,0.006,3236.0,2876.0,1.0
I_7[26],-0.471,0.313,-1.098,0.089,0.006,0.006,3217.0,2839.0,1.0
I_7[27],-0.497,0.316,-1.111,0.086,0.006,0.006,3202.0,2844.0,1.0
I_7[28],-0.508,0.317,-1.13,0.076,0.006,0.006,3191.0,2871.0,1.0
I_7[29],-0.506,0.317,-1.142,0.064,0.006,0.006,3188.0,2846.0,1.0
I_7[30],-0.493,0.315,-1.122,0.078,0.006,0.006,3185.0,2724.0,1.0
I_7[31],-0.471,0.313,-1.096,0.099,0.006,0.006,3184.0,2709.0,1.0
I_7[32],-0.443,0.31,-1.086,0.098,0.006,0.006,3183.0,2666.0,1.0
I_7[33],-0.411,0.307,-1.036,0.136,0.005,0.006,3186.0,2687.0,1.0
I_7[34],-0.378,0.304,-0.987,0.175,0.005,0.006,3186.0,2757.0,1.0
I_7[35],-0.346,0.301,-0.932,0.218,0.005,0.006,3188.0,2758.0,1.0
I_7[36],-0.314,0.298,-0.912,0.228,0.005,0.006,3190.0,2729.0,1.0
I_7[37],-0.282,0.296,-0.852,0.279,0.005,0.006,3198.0,2694.0,1.0
I_7[38],-0.251,0.293,-0.811,0.304,0.005,0.006,3211.0,2642.0,1.0
I_7[39],-0.218,0.291,-0.77,0.339,0.005,0.006,3223.0,2749.0,1.0
I_7[40],-0.182,0.289,-0.719,0.385,0.005,0.006,3231.0,2846.0,1.0
I_7[41],-0.141,0.286,-0.684,0.416,0.005,0.006,3242.0,2711.0,1.0
I_7[42],-0.092,0.285,-0.636,0.454,0.005,0.006,3246.0,2686.0,1.0
I_7[43],-0.036,0.284,-0.557,0.521,0.005,0.006,3242.0,2684.0,1.0
I_7[44],0.03,0.284,-0.515,0.573,0.005,0.006,3230.0,2712.0,1.0
I_7[45],0.104,0.286,-0.371,0.727,0.005,0.006,3205.0,2773.0,1.0
I_7[46],0.185,0.29,-0.316,0.795,0.005,0.006,3164.0,2811.0,1.0
I_7[47],0.269,0.297,-0.271,0.858,0.005,0.006,3101.0,2831.0,1.0
I_7[48],0.355,0.305,-0.202,0.944,0.006,0.006,3059.0,2670.0,1.0
I_7[49],0.437,0.315,-0.118,1.053,0.006,0.006,2976.0,2472.0,1.0
I_7[50],0.511,0.325,-0.039,1.162,0.006,0.006,2910.0,2387.0,1.0
I_7[51],0.572,0.335,0.026,1.26,0.006,0.007,2857.0,2364.0,1.0
I_7[52],0.615,0.342,0.053,1.308,0.006,0.007,2825.0,2532.0,1.0
I_7[53],0.638,0.346,0.037,1.304,0.007,0.007,2817.0,2548.0,1.0
I_7[54],0.638,0.346,0.042,1.304,0.007,0.007,2824.0,2516.0,1.0
I_7[55],0.614,0.342,0.021,1.265,0.006,0.007,2852.0,2650.0,1.0
I_7[56],0.566,0.334,-0.02,1.2,0.006,0.007,2900.0,2707.0,1.0
I_7[57],0.497,0.324,-0.062,1.13,0.006,0.007,2967.0,2766.0,1.0
I_7[58],0.411,0.313,-0.123,1.036,0.006,0.006,3052.0,2765.0,1.0
I_7[59],0.313,0.302,-0.203,0.934,0.005,0.006,3138.0,2761.0,1.0
I_7[60],0.209,0.294,-0.32,0.795,0.005,0.006,3227.0,2723.0,1.0
I_7[61],0.106,0.289,-0.438,0.667,0.005,0.006,3299.0,2832.0,1.0
I_7[62],0.011,0.287,-0.511,0.582,0.005,0.006,3342.0,2831.0,1.0
I_7[63],-0.07,0.288,-0.601,0.505,0.005,0.006,3353.0,2874.0,1.0
I_7[64],-0.131,0.289,-0.756,0.359,0.005,0.006,3317.0,2832.0,1.0
I_7[65],-0.167,0.291,-0.794,0.326,0.005,0.006,3304.0,2811.0,1.0
I_7[66],-0.176,0.291,-0.803,0.316,0.005,0.006,3293.0,2875.0,1.0
I_7[67],-0.154,0.29,-0.771,0.344,0.005,0.006,3288.0,2818.0,1.0
I_7[68],-0.104,0.288,-0.697,0.413,0.005,0.006,3282.0,2882.0,1.0
I_7[69],-0.026,0.286,-0.57,0.517,0.005,0.006,3261.0,2860.0,1.0
I_7[70],0.077,0.287,-0.435,0.649,0.005,0.006,3265.0,2758.0,1.0
I_7[71],0.2,0.292,-0.303,0.788,0.005,0.006,3176.0,2791.0,1.0
I_7[72],0.338,0.303,-0.206,0.933,0.006,0.006,3066.0,2817.0,1.0
I_7[73],0.484,0.321,-0.046,1.156,0.006,0.007,2951.0,2666.0,1.0
I_7[74],0.632,0.343,0.018,1.285,0.006,0.007,2849.0,2600.0,1.0
I_7[75],0.776,0.369,0.126,1.48,0.007,0.007,2767.0,2721.0,1.0
I_7[76],0.91,0.396,0.264,1.7,0.008,0.007,2710.0,2640.0,1.0
I_7[77],1.028,0.422,0.314,1.845,0.008,0.008,2666.0,2563.0,1.0
I_7[78],1.125,0.444,0.354,1.959,0.009,0.008,2638.0,2511.0,1.0
I_7[79],1.197,0.461,0.384,2.054,0.009,0.008,2617.0,2574.0,1.0
I_7[80],1.242,0.471,0.406,2.116,0.009,0.008,2599.0,2473.0,1.0
I_7[81],1.256,0.475,0.41,2.135,0.009,0.008,2584.0,2413.0,1.0
I_7[82],1.239,0.471,0.408,2.113,0.009,0.008,2577.0,2348.0,1.0
I_7[83],1.192,0.459,0.359,2.022,0.009,0.008,2576.0,2395.0,1.0
I_7[84],1.114,0.441,0.375,1.961,0.009,0.008,2584.0,2267.0,1.0
I_7[85],1.01,0.418,0.304,1.814,0.008,0.007,2608.0,2203.0,1.0
I_7[86],0.882,0.39,0.236,1.652,0.007,0.007,2653.0,2340.0,1.0
I_7[87],0.734,0.361,0.104,1.433,0.007,0.007,2726.0,2352.0,1.0
I_7[88],0.572,0.334,-0.014,1.226,0.006,0.007,2844.0,2617.0,1.0
I_7[89],0.402,0.31,-0.143,1.026,0.006,0.006,2987.0,2788.0,1.0
I_7[90],0.23,0.294,-0.26,0.861,0.005,0.006,3129.0,2680.0,1.0
I_7[91],0.062,0.287,-0.44,0.646,0.005,0.006,3241.0,2667.0,1.0
I_7[92],-0.097,0.288,-0.635,0.455,0.005,0.006,3282.0,2665.0,1.0
I_7[93],-0.24,0.296,-0.808,0.306,0.005,0.006,3254.0,2575.0,1.0
I_7[94],-0.364,0.308,-0.955,0.204,0.006,0.006,3189.0,2695.0,1.0
I_7[95],-0.464,0.32,-1.078,0.119,0.006,0.006,3150.0,2720.0,1.0
I_7[96],-0.54,0.329,-1.19,0.049,0.006,0.006,3096.0,2728.0,1.0
I_7[97],-0.59,0.335,-1.253,-0.001,0.006,0.006,3071.0,2728.0,1.0
I_7[98],-0.614,0.337,-1.272,-0.02,0.006,0.006,3068.0,2766.0,1.0
I_7[99],-0.616,0.337,-1.257,0.0,0.006,0.006,3080.0,2993.0,1.0
I_7[100],-0.598,0.336,-1.252,0.001,0.006,0.006,3144.0,3010.0,1.0
mu_w_7[0],39.158,17.329,15.655,68.345,0.305,0.772,5707.0,2624.0,1.0
mu_w_7[1],57.687,25.656,20.527,98.123,0.475,1.249,5751.0,2523.0,1.0
mu_w_7[2],40.84,17.981,15.271,69.786,0.317,0.792,5619.0,2731.0,1.0
mu_w_7[3],40.754,17.904,14.598,69.441,0.315,0.798,5580.0,2651.0,1.0
mu_w_7[4],59.245,26.636,23.565,102.367,0.5,1.366,5688.0,2472.0,1.0
mu_w_7[5],87.439,47.504,30.68,159.032,0.923,3.168,5520.0,2661.0,1.0
mu_w_7[6],52.588,23.308,20.18,91.022,0.427,1.139,5864.0,2510.0,1.0
mu_w_7[7],99.083,56.7,31.903,183.679,1.103,3.575,5531.0,2396.0,1.0
mu_w_7[8],129.852,94.032,35.566,255.564,1.788,8.649,5137.0,2830.0,1.0
mu_w_7[9],41.158,18.172,16.222,71.464,0.322,0.823,5784.0,2737.0,1.0
