,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
I_4_hsgp_coeffs[31],-0.159,0.881,-1.878,1.37,0.016,0.022,3112.0,1357.0,1.0
I_4_hsgp_coeffs[32],0.191,0.859,-1.437,1.747,0.014,0.02,3945.0,1631.0,1.01
I_4_hsgp_coeffs[33],0.545,0.898,-0.973,2.331,0.015,0.02,3813.0,1525.0,1.0
I_4_hsgp_coeffs[34],-0.046,0.856,-1.549,1.53,0.012,0.019,5018.0,1563.0,1.0
I_4_hsgp_coeffs[35],-0.771,0.86,-2.383,0.794,0.014,0.018,3774.0,1663.0,1.0
I_4_hsgp_coeffs[36],-0.191,0.883,-1.767,1.514,0.014,0.022,3764.0,1348.0,1.0
I_4_hsgp_coeffs[37],0.79,0.865,-0.731,2.493,0.015,0.022,3328.0,1269.0,1.0
I_4_hsgp_coeffs[38],0.571,0.92,-1.091,2.364,0.015,0.023,3831.0,1389.0,1.0
I_4_hsgp_coeffs[39],-0.525,0.896,-2.154,1.154,0.015,0.021,3419.0,1416.0,1.0
I_4_hsgp_coeffs[40],-0.852,0.882,-2.468,0.776,0.016,0.021,2994.0,1212.0,1.0
I_4_hsgp_coeffs[41],0.012,0.868,-1.658,1.557,0.014,0.02,3974.0,1332.0,1.01
I_4_hsgp_coeffs[42],0.951,0.852,-0.595,2.619,0.014,0.02,3453.0,1482.0,1.0
I_4_hsgp_coeffs[43],0.392,0.844,-1.11,2.025,0.013,0.02,4503.0,1509.0,1.0
I_4_hsgp_coeffs[44],-0.755,0.844,-2.368,0.762,0.014,0.019,3778.0,1437.0,1.0
I_4_hsgp_coeffs[45],-0.538,0.832,-2.156,0.979,0.015,0.02,3088.0,1525.0,1.0
I_4_hsgp_coeffs[46],0.143,0.871,-1.426,1.788,0.015,0.023,3512.0,1314.0,1.0
I_4_hsgp_coeffs[47],0.141,0.823,-1.363,1.702,0.014,0.018,3270.0,1468.0,1.0
I_4_hsgp_coeffs[48],0.781,0.8,-0.891,2.187,0.015,0.02,3029.0,1438.0,1.0
I_4_hsgp_coeffs[49],0.651,0.817,-0.894,2.112,0.016,0.026,2740.0,1250.0,1.0
I_5_hsgp_coeffs[0],0.063,0.927,-1.522,1.897,0.015,0.022,3819.0,1605.0,1.0
I_5_hsgp_coeffs[1],-0.824,0.984,-2.714,0.954,0.015,0.026,4244.0,1218.0,1.01
I_5_hsgp_coeffs[2],-0.048,0.98,-1.985,1.748,0.017,0.026,3196.0,1377.0,1.0
I_5_hsgp_coeffs[3],1.274,0.879,-0.287,2.997,0.014,0.022,4051.0,1718.0,1.0
I_5_hsgp_coeffs[4],-0.069,0.932,-1.858,1.629,0.014,0.025,4658.0,1315.0,1.0
I_5_hsgp_coeffs[5],-1.158,0.893,-2.854,0.48,0.015,0.021,3413.0,1401.0,1.0
I_5_hsgp_coeffs[6],0.155,0.841,-1.37,1.775,0.014,0.021,3553.0,1546.0,1.0
I_5_hsgp_coeffs[7],0.653,0.925,-0.937,2.507,0.015,0.025,3581.0,1252.0,1.0
I_5_hsgp_coeffs[8],-0.213,0.825,-1.93,1.113,0.014,0.021,3312.0,1301.0,1.0
I_5_hsgp_coeffs[9],-0.11,0.889,-1.841,1.473,0.014,0.024,3829.0,1313.0,1.0
I_5_hsgp_coeffs[10],0.247,0.844,-1.33,1.799,0.015,0.021,3040.0,1387.0,1.0
I_5_hsgp_coeffs[11],-0.182,0.825,-1.739,1.297,0.014,0.018,3352.0,1239.0,1.0
I_5_hsgp_coeffs[12],-0.266,0.888,-1.996,1.319,0.013,0.028,4444.0,1151.0,1.0
I_5_hsgp_coeffs[13],0.065,0.848,-1.521,1.71,0.014,0.021,3655.0,1415.0,1.0
I_5_hsgp_coeffs[14],0.24,0.865,-1.431,1.724,0.014,0.021,4003.0,1398.0,1.0
I_5_hsgp_coeffs[15],0.284,0.819,-1.284,1.82,0.012,0.024,4347.0,1343.0,1.0
I_5_hsgp_coeffs[16],-0.189,0.845,-1.692,1.448,0.013,0.023,3919.0,1375.0,1.0
I_5_hsgp_coeffs[17],-0.64,0.868,-2.233,1.034,0.015,0.027,3376.0,1139.0,1.0
I_5_hsgp_coeffs[18],0.111,0.891,-1.516,1.761,0.014,0.02,4031.0,1420.0,1.0
I_5_hsgp_coeffs[19],0.779,0.884,-0.89,2.461,0.015,0.022,3367.0,1340.0,1.0
I_5_hsgp_coeffs[20],0.074,0.884,-1.481,1.859,0.014,0.023,3965.0,1245.0,1.0
I_5_hsgp_coeffs[21],-0.656,0.909,-2.282,1.114,0.016,0.022,3354.0,1483.0,1.0
I_5_hsgp_coeffs[22],-0.28,0.858,-1.877,1.43,0.014,0.024,3642.0,1380.0,1.0
I_5_hsgp_coeffs[23],0.345,0.862,-1.199,1.993,0.013,0.023,4259.0,1427.0,1.0
I_5_hsgp_coeffs[24],0.461,0.854,-1.169,2.05,0.013,0.027,4145.0,1053.0,1.0
I_5_hsgp_coeffs[25],-0.152,0.838,-1.728,1.41,0.016,0.021,2880.0,1338.0,1.0
I_5_hsgp_coeffs[26],-0.523,0.878,-2.098,1.201,0.015,0.023,3446.0,1329.0,1.0
I_5_hsgp_coeffs[27],0.066,0.833,-1.558,1.55,0.015,0.019,3197.0,1544.0,1.0
I_5_hsgp_coeffs[28],0.508,0.89,-1.091,2.189,0.015,0.02,3602.0,1410.0,1.0
I_5_hsgp_coeffs[29],-0.156,0.822,-1.762,1.362,0.014,0.019,3372.0,1599.0,1.0
I_5_hsgp_coeffs[30],-0.391,0.876,-1.968,1.263,0.014,0.024,4002.0,1386.0,1.0
I_5_hsgp_coeffs[31],0.311,0.865,-1.227,2.029,0.015,0.023,3198.0,1372.0,1.0
I_5_hsgp_coeffs[32],0.244,0.899,-1.542,1.795,0.013,0.024,4565.0,1403.0,1.0
I_5_hsgp_coeffs[33],-0.314,0.853,-1.826,1.288,0.017,0.019,2656.0,1683.0,1.0
I_5_hsgp_coeffs[34],-0.214,0.861,-1.829,1.357,0.013,0.023,4247.0,1531.0,1.0
I_5_hsgp_coeffs[35],0.156,0.841,-1.439,1.655,0.015,0.021,3131.0,1269.0,1.0
I_5_hsgp_coeffs[36],0.33,0.872,-1.36,1.882,0.015,0.021,3521.0,1114.0,1.0
I_5_hsgp_coeffs[37],0.05,0.87,-1.568,1.727,0.014,0.023,3950.0,1300.0,1.01
I_5_hsgp_coeffs[38],-0.502,0.849,-2.09,1.091,0.016,0.021,2706.0,1198.0,1.0
I_5_hsgp_coeffs[39],-0.077,0.885,-1.65,1.643,0.016,0.025,3009.0,1272.0,1.0
I_5_hsgp_coeffs[40],0.604,0.842,-0.904,2.171,0.014,0.021,3518.0,1433.0,1.0
I_5_hsgp_coeffs[41],-0.139,0.869,-1.846,1.384,0.013,0.022,4183.0,1433.0,1.0
I_5_hsgp_coeffs[42],-0.566,0.843,-2.173,0.998,0.013,0.022,4138.0,1299.0,1.0
I_5_hsgp_coeffs[43],0.622,0.878,-0.949,2.314,0.014,0.022,3924.0,1662.0,1.0
I_5_hsgp_coeffs[44],0.25,0.836,-1.369,1.747,0.014,0.023,3352.0,1078.0,1.0
I_5_hsgp_coeffs[45],-1.077,0.889,-2.79,0.571,0.015,0.021,3505.0,1521.0,1.0
I_5_hsgp_coeffs[46],0.362,0.807,-1.136,1.917,0.015,0.019,3078.0,1610.0,1.0
I_5_hsgp_coeffs[47],1.137,0.84,-0.352,2.745,0.014,0.023,3798.0,1313.0,1.0
I_5_hsgp_coeffs[48],-1.079,0.621,-2.237,0.074,0.012,0.013,2877.0,1571.0,1.0
I_5_hsgp_coeffs[49],-0.508,0.67,-1.688,0.768,0.017,0.013,1683.0,1515.0,1.0
I_6_hsgp_coeffs[0],-0.059,0.941,-1.665,1.855,0.017,0.022,3114.0,1626.0,1.0
I_6_hsgp_coeffs[1],-0.01,0.939,-1.69,1.835,0.015,0.024,3695.0,1526.0,1.0
I_6_hsgp_coeffs[2],0.031,0.929,-1.756,1.77,0.015,0.023,3719.0,1372.0,1.0
I_6_hsgp_coeffs[3],0.121,0.847,-1.329,1.892,0.013,0.022,4258.0,1461.0,1.0
I_6_hsgp_coeffs[4],-0.017,0.936,-1.692,1.776,0.013,0.022,5202.0,1448.0,1.0
I_6_hsgp_coeffs[5],-0.309,0.858,-1.876,1.32,0.014,0.025,3684.0,1260.0,1.0
I_6_hsgp_coeffs[6],0.024,0.893,-1.735,1.554,0.015,0.021,3474.0,1472.0,1.0
I_6_hsgp_coeffs[7],0.556,0.926,-1.073,2.336,0.014,0.024,4324.0,1467.0,1.0
I_6_hsgp_coeffs[8],-0.04,0.839,-1.564,1.659,0.012,0.021,4687.0,1442.0,1.0
I_6_hsgp_coeffs[9],-0.745,0.897,-2.316,1.009,0.016,0.021,3063.0,1647.0,1.0
I_6_hsgp_coeffs[10],0.138,0.85,-1.462,1.689,0.014,0.019,3575.0,1595.0,1.0
I_6_hsgp_coeffs[11],0.634,0.893,-1.168,2.286,0.014,0.025,3898.0,1389.0,1.0
I_6_hsgp_coeffs[12],-0.292,0.911,-2.037,1.353,0.017,0.024,2899.0,1200.0,1.0
I_6_hsgp_coeffs[13],-0.296,0.864,-1.893,1.368,0.015,0.022,3349.0,1320.0,1.0
I_6_hsgp_coeffs[14],0.505,0.891,-1.243,2.146,0.015,0.025,3661.0,1146.0,1.0
I_6_hsgp_coeffs[15],-0.196,0.896,-1.946,1.383,0.016,0.021,3236.0,1417.0,1.0
I_6_hsgp_coeffs[16],-0.718,0.872,-2.474,0.79,0.013,0.027,4255.0,1258.0,1.0
I_6_hsgp_coeffs[17],0.573,0.886,-1.136,2.276,0.015,0.024,3366.0,1392.0,1.0
I_6_hsgp_coeffs[18],0.776,0.868,-0.867,2.426,0.013,0.023,4261.0,1340.0,1.0
I_6_hsgp_coeffs[19],-0.662,0.883,-2.376,0.921,0.014,0.026,3781.0,972.0,1.0
I_6_hsgp_coeffs[20],-0.641,0.87,-2.307,0.958,0.016,0.02,3124.0,1690.0,1.0
I_6_hsgp_coeffs[21],0.466,0.876,-1.219,2.16,0.014,0.025,3830.0,1044.0,1.0
I_6_hsgp_coeffs[22],0.317,0.883,-1.315,1.917,0.014,0.024,4276.0,1579.0,1.0
I_6_hsgp_coeffs[23],-0.033,0.868,-1.748,1.572,0.015,0.025,3403.0,1333.0,1.0
I_6_hsgp_coeffs[24],0.091,0.869,-1.462,1.735,0.013,0.022,4190.0,1317.0,1.0
I_6_hsgp_coeffs[25],-0.437,0.864,-2.073,1.163,0.013,0.024,4314.0,1358.0,1.0
I_6_hsgp_coeffs[26],-0.433,0.852,-2.085,1.077,0.015,0.021,3120.0,1168.0,1.0
I_6_hsgp_coeffs[27],0.736,0.883,-0.918,2.429,0.016,0.023,3013.0,1142.0,1.0
I_6_hsgp_coeffs[28],0.541,0.874,-0.976,2.28,0.014,0.023,3811.0,1292.0,1.0
I_6_hsgp_coeffs[29],-0.663,0.876,-2.364,0.935,0.014,0.021,3793.0,1101.0,1.0
I_6_hsgp_coeffs[30],-0.345,0.868,-1.797,1.421,0.016,0.02,3037.0,1534.0,1.0
I_6_hsgp_coeffs[31],0.338,0.862,-1.386,1.856,0.013,0.021,4253.0,1342.0,1.0
I_6_hsgp_coeffs[32],-0.057,0.892,-1.668,1.622,0.015,0.023,3694.0,1603.0,1.0
I_6_hsgp_coeffs[33],0.156,0.847,-1.449,1.721,0.015,0.019,3182.0,1495.0,1.0
I_6_hsgp_coeffs[34],0.426,0.875,-1.348,2.009,0.014,0.02,3697.0,1473.0,1.0
I_6_hsgp_coeffs[35],-0.516,0.855,-2.025,1.111,0.015,0.021,3371.0,1113.0,1.0
I_6_hsgp_coeffs[36],-0.54,0.867,-2.13,1.027,0.014,0.022,3643.0,1485.0,1.0
I_6_hsgp_coeffs[37],0.601,0.917,-1.162,2.291,0.017,0.026,3031.0,1095.0,1.0
I_6_hsgp_coeffs[38],0.306,0.908,-1.363,1.991,0.016,0.025,3391.0,1158.0,1.0
I_6_hsgp_coeffs[39],-0.305,0.848,-1.781,1.358,0.013,0.023,4200.0,1238.0,1.0
I_6_hsgp_coeffs[40],0.246,0.875,-1.396,1.879,0.014,0.021,3753.0,1441.0,1.0
I_6_hsgp_coeffs[41],-0.187,0.869,-1.971,1.384,0.014,0.023,4094.0,1354.0,1.0
I_6_hsgp_coeffs[42],-0.79,0.847,-2.329,0.832,0.014,0.021,3666.0,1576.0,1.0
I_6_hsgp_coeffs[43],0.572,0.843,-0.896,2.181,0.013,0.02,4106.0,1425.0,1.0
I_6_hsgp_coeffs[44],0.885,0.833,-0.668,2.384,0.014,0.022,3371.0,1462.0,1.0
I_6_hsgp_coeffs[45],-0.713,0.85,-2.419,0.774,0.013,0.021,4535.0,1450.0,1.0
I_6_hsgp_coeffs[46],-0.099,0.866,-1.743,1.531,0.015,0.021,3171.0,1238.0,1.0
I_6_hsgp_coeffs[47],0.41,0.79,-1.052,1.939,0.014,0.018,3000.0,1622.0,1.0
I_6_hsgp_coeffs[48],-1.741,0.618,-2.886,-0.62,0.011,0.014,2985.0,1529.0,1.0
I_6_hsgp_coeffs[49],0.246,0.754,-1.197,1.608,0.016,0.019,2160.0,1227.0,1.0
I_7_hsgp_coeffs[0],-0.009,0.94,-1.729,1.77,0.015,0.023,3803.0,1374.0,1.0
I_7_hsgp_coeffs[1],0.552,0.941,-1.209,2.255,0.015,0.023,4032.0,1195.0,1.0
I_7_hsgp_coeffs[2],-0.083,0.961,-1.972,1.65,0.016,0.024,3536.0,1355.0,1.0
I_7_hsgp_coeffs[3],-0.805,0.842,-2.353,0.739,0.012,0.027,4647.0,1198.0,1.0
I_7_hsgp_coeffs[4],0.223,0.931,-1.371,2.071,0.014,0.025,4407.0,1469.0,1.0
I_7_hsgp_coeffs[5],0.572,0.861,-0.966,2.243,0.016,0.022,2976.0,1422.0,1.0
I_7_hsgp_coeffs[6],-0.357,0.85,-1.931,1.201,0.012,0.022,5015.0,1244.0,1.0
I_7_hsgp_coeffs[7],-0.085,0.896,-1.748,1.584,0.016,0.021,3273.0,1350.0,1.01
I_7_hsgp_coeffs[8],0.412,0.884,-1.317,1.992,0.014,0.024,4034.0,1214.0,1.0
I_7_hsgp_coeffs[9],-0.424,0.848,-2.108,1.041,0.014,0.02,3589.0,1569.0,1.0
I_7_hsgp_coeffs[10],-0.385,0.813,-2.004,1.167,0.014,0.02,3518.0,1343.0,1.0
I_7_hsgp_coeffs[11],0.69,0.857,-0.925,2.204,0.013,0.028,4240.0,1365.0,1.01
I_7_hsgp_coeffs[12],0.424,0.877,-1.314,2.013,0.015,0.022,3625.0,1389.0,1.0
I_7_hsgp_coeffs[13],-0.54,0.842,-2.046,1.05,0.014,0.019,3812.0,1435.0,1.0
I_7_hsgp_coeffs[14],-0.504,0.88,-2.03,1.196,0.016,0.02,3161.0,1256.0,1.0
I_7_hsgp_coeffs[15],0.137,0.84,-1.442,1.725,0.015,0.019,3121.0,1575.0,1.0
I_7_hsgp_coeffs[16],0.599,0.903,-1.001,2.288,0.017,0.022,3002.0,1418.0,1.0
I_7_hsgp_coeffs[17],0.132,0.854,-1.504,1.696,0.012,0.021,4847.0,1514.0,1.0
I_7_hsgp_coeffs[18],-0.647,0.891,-2.129,1.212,0.015,0.021,3724.0,1402.0,1.0
I_7_hsgp_coeffs[19],-0.17,0.842,-1.623,1.414,0.013,0.019,4110.0,1792.0,1.0
I_7_hsgp_coeffs[20],0.57,0.834,-0.862,2.265,0.013,0.021,3824.0,1425.0,1.0
I_7_hsgp_coeffs[21],-0.035,0.852,-1.799,1.439,0.015,0.019,3292.0,1499.0,1.0
I_7_hsgp_coeffs[22],-0.396,0.834,-2.098,1.048,0.014,0.024,3545.0,1266.0,1.0
I_7_hsgp_coeffs[23],0.433,0.904,-1.25,2.03,0.015,0.025,3716.0,1018.0,1.0
I_7_hsgp_coeffs[24],0.202,0.878,-1.436,1.751,0.012,0.032,5668.0,1346.0,1.0
I_7_hsgp_coeffs[25],-0.764,0.904,-2.441,0.943,0.015,0.027,3458.0,1124.0,1.0
I_7_hsgp_coeffs[26],-0.115,0.842,-1.658,1.417,0.013,0.02,4376.0,1376.0,1.0
I_7_hsgp_coeffs[27],0.871,0.87,-0.808,2.464,0.015,0.021,3377.0,1262.0,1.0
I_7_hsgp_coeffs[28],0.215,0.816,-1.393,1.725,0.013,0.02,4079.0,1455.0,1.0
I_7_hsgp_coeffs[29],-0.769,0.883,-2.408,0.895,0.016,0.021,2854.0,1495.0,1.0
I_7_hsgp_coeffs[30],-0.479,0.876,-2.089,1.173,0.014,0.022,4102.0,1352.0,1.0
I_7_hsgp_coeffs[31],0.444,0.895,-1.415,1.965,0.015,0.022,3762.0,1485.0,1.0
I_7_hsgp_coeffs[32],0.758,0.86,-0.778,2.405,0.013,0.023,4390.0,1337.0,1.0
I_7_hsgp_coeffs[33],-0.248,0.87,-1.863,1.42,0.012,0.025,5370.0,1231.0,1.0
I_7_hsgp_coeffs[34],-0.942,0.879,-2.582,0.631,0.015,0.021,3618.0,1463.0,1.0
I_7_hsgp_coeffs[35],0.118,0.847,-1.443,1.735,0.013,0.019,4222.0,1522.0,1.0
I_7_hsgp_coeffs[36],0.948,0.884,-0.714,2.576,0.015,0.02,3618.0,1500.0,1.0
I_7_hsgp_coeffs[37],0.033,0.857,-1.689,1.55,0.013,0.026,4581.0,1319.0,1.0
I_7_hsgp_coeffs[38],-0.774,0.877,-2.298,0.954,0.016,0.02,2892.0,1330.0,1.0
I_7_hsgp_coeffs[39],-0.224,0.878,-1.839,1.422,0.013,0.023,4912.0,1658.0,1.0
I_7_hsgp_coeffs[40],0.523,0.897,-1.184,2.158,0.014,0.023,4358.0,1648.0,1.0
I_7_hsgp_coeffs[41],0.536,0.88,-1.13,2.127,0.013,0.022,4476.0,1331.0,1.0
I_7_hsgp_coeffs[42],-0.367,0.839,-1.915,1.241,0.015,0.018,3070.0,1534.0,1.0
I_7_hsgp_coeffs[43],-0.786,0.806,-2.249,0.786,0.013,0.019,3797.0,1505.0,1.0
I_7_hsgp_coeffs[44],0.295,0.829,-1.236,1.924,0.014,0.02,3766.0,1439.0,1.0
I_7_hsgp_coeffs[45],0.731,0.82,-0.78,2.321,0.015,0.023,3241.0,1310.0,1.0
I_7_hsgp_coeffs[46],-0.114,0.824,-1.646,1.433,0.015,0.02,2879.0,1245.0,1.0
I_7_hsgp_coeffs[47],-0.137,0.84,-1.727,1.419,0.015,0.021,3175.0,1345.0,1.0
I_7_hsgp_coeffs[48],-0.31,0.667,-1.555,0.901,0.013,0.013,2653.0,1465.0,1.0
I_7_hsgp_coeffs[49],-0.857,0.678,-2.028,0.562,0.012,0.015,3188.0,1635.0,1.0
ell_t[0],5.771,3.198,0.237,11.161,0.082,0.077,1393.0,1171.0,1.0
ell_t[1],6.17,3.537,0.383,12.517,0.094,0.069,1335.0,1184.0,1.0
ell_t[2],4.724,2.738,0.252,9.618,0.079,0.065,1119.0,1230.0,1.0
ell_t[3],9.779,3.649,3.737,17.009,0.1,0.083,1256.0,1088.0,1.0
ell_t[4],14.164,4.908,5.03,23.826,0.155,0.11,1011.0,1065.0,1.0
ell_t[5],8.001,3.581,1.292,14.337,0.092,0.074,1402.0,919.0,1.0
ell_t[6],3.484,2.34,0.186,7.489,0.058,0.07,1572.0,1413.0,1.0
ell_t[7],5.821,3.408,0.374,11.752,0.095,0.076,1082.0,896.0,1.0
eta_t[0],0.909,0.363,0.36,1.578,0.01,0.01,1200.0,1603.0,1.0
eta_t[1],0.904,0.385,0.277,1.6,0.011,0.011,1120.0,1083.0,1.0
eta_t[2],0.948,0.382,0.258,1.643,0.01,0.009,1253.0,1147.0,1.0
eta_t[3],0.957,0.378,0.299,1.628,0.011,0.009,1155.0,1437.0,1.0
eta_t[4],0.742,0.312,0.261,1.332,0.008,0.008,1285.0,1268.0,1.0
eta_t[5],0.956,0.348,0.367,1.619,0.01,0.007,1114.0,1319.0,1.0
eta_t[6],1.282,0.464,0.459,2.084,0.013,0.01,1193.0,1432.0,1.0
eta_t[7],0.808,0.348,0.276,1.463,0.01,0.008,1135.0,1214.0,1.0
sigma_y_t[0],0.159,0.013,0.136,0.184,0.0,0.0,2157.0,1368.0,1.0
sigma_y_t[1],0.213,0.014,0.188,0.241,0.0,0.0,3189.0,1314.0,1.0
sigma_y_t[2],0.214,0.014,0.189,0.241,0.0,0.0,2667.0,1295.0,1.0
sigma_y_t[3],0.222,0.016,0.194,0.254,0.0,0.0,2212.0,1447.0,1.0
sigma_y_t[4],0.127,0.01,0.109,0.146,0.0,0.0,2183.0,1252.0,1.0
sigma_y_t[5],0.19,0.013,0.164,0.214,0.0,0.0,3315.0,1449.0,1.0
sigma_y_t[6],0.176,0.013,0.153,0.199,0.0,0.0,1897.0,1359.0,1.0
sigma_y_t[7],0.205,0.016,0.178,0.236,0.0,0.0,2436.0,1382.0,1.0
log_b_mag_sigma,0.183,0.138,0.0,0.426,0.003,0.003,1645.0,1069.0,1.0
log_b_mag_t[0],0.54,0.34,-0.067,1.18,0.01,0.007,1227.0,1257.0,1.0
log_b_mag_t[1],0.542,0.351,-0.098,1.268,0.011,0.009,1047.0,1032.0,1.0
log_b_mag_t[2],0.546,0.35,-0.03,1.261,0.011,0.009,1105.0,1139.0,1.0
log_b_mag_t[3],0.547,0.345,-0.095,1.182,0.01,0.007,1128.0,1167.0,1.0
log_b_mag_t[4],0.521,0.348,-0.08,1.202,0.01,0.008,1126.0,1356.0,1.0
log_b_mag_t[5],0.541,0.34,-0.063,1.177,0.011,0.008,1054.0,1064.0,1.0
log_b_mag_t[6],0.576,0.346,-0.026,1.262,0.011,0.008,1158.0,1062.0,1.0
log_b_mag_t[7],0.534,0.354,-0.066,1.202,0.011,0.009,1167.0,1014.0,1.0
b_mag_t[0],1.824,0.711,0.801,3.071,0.02,0.04,1227.0,1257.0,1.0
b_mag_t[1],1.835,0.726,0.793,3.208,0.025,0.035,1047.0,1032.0,1.0
b_mag_t[2],1.843,0.74,0.831,3.194,0.024,0.033,1105.0,1139.0,1.0
b_mag_t[3],1.838,0.691,0.894,3.242,0.022,0.03,1128.0,1167.0,1.0
b_mag_t[4],1.792,0.668,0.859,3.2,0.021,0.023,1126.0,1356.0,1.0
b_mag_t[5],1.824,0.703,0.93,3.223,0.022,0.05,1054.0,1064.0,1.0
b_mag_t[6],1.896,0.744,0.844,3.257,0.024,0.03,1158.0,1062.0,1.0
b_mag_t[7],1.824,0.751,0.858,3.155,0.024,0.047,1167.0,1014.0,1.0
I_0[0],0.236,0.287,-0.243,0.817,0.007,0.009,1947.0,1512.0,1.0
I_0[1],0.276,0.292,-0.204,0.878,0.007,0.009,1916.0,1524.0,1.0
I_0[2],0.605,0.346,0.016,1.264,0.009,0.009,1621.0,1353.0,1.0
I_0[3],0.633,0.351,0.045,1.309,0.009,0.009,1598.0,1372.0,1.0
I_0[4],0.643,0.349,0.067,1.325,0.009,0.009,1574.0,1365.0,1.0
I_0[5],0.589,0.337,0.015,1.234,0.008,0.009,1609.0,1505.0,1.0
I_0[6],0.549,0.329,-0.009,1.179,0.008,0.009,1642.0,1531.0,1.0
I_0[7],0.499,0.321,-0.061,1.097,0.008,0.009,1683.0,1531.0,1.0
I_0[8],0.348,0.303,-0.186,0.919,0.007,0.009,1810.0,1629.0,1.0
I_0[9],0.346,0.303,-0.212,0.896,0.007,0.009,1811.0,1579.0,1.0
I_0[10],0.387,0.304,-0.069,1.049,0.007,0.009,1801.0,1578.0,1.0
I_0[11],0.405,0.306,-0.08,1.044,0.007,0.009,1796.0,1580.0,1.0
I_0[12],0.41,0.306,-0.07,1.049,0.007,0.009,1799.0,1525.0,1.0
I_0[13],0.41,0.306,-0.079,1.042,0.007,0.009,1801.0,1525.0,1.0
I_0[14],0.41,0.306,-0.076,1.044,0.007,0.009,1801.0,1525.0,1.0
I_0[15],0.403,0.305,-0.092,1.027,0.007,0.009,1814.0,1531.0,1.0
I_0[16],0.397,0.304,-0.106,1.014,0.007,0.009,1820.0,1556.0,1.0
I_0[17],0.224,0.285,-0.287,0.765,0.007,0.009,2017.0,1214.0,1.0
I_0[18],0.171,0.281,-0.319,0.726,0.006,0.009,2068.0,1168.0,1.0
I_0[19],0.156,0.281,-0.354,0.693,0.006,0.009,2082.0,1038.0,1.0
I_0[20],0.154,0.28,-0.356,0.69,0.006,0.009,2083.0,1038.0,1.0
I_0[21],-0.339,0.301,-0.962,0.148,0.007,0.01,2027.0,1182.0,1.0
I_0[22],-0.47,0.32,-1.11,0.065,0.008,0.01,1923.0,1225.0,1.0
I_0[23],-0.484,0.322,-1.131,0.053,0.008,0.01,1895.0,1225.0,1.0
I_0[24],-0.538,0.332,-1.206,0.011,0.008,0.01,1775.0,1163.0,1.0
I_0[25],-0.539,0.332,-1.209,0.01,0.008,0.01,1771.0,1193.0,1.0
I_0[26],-0.556,0.336,-1.243,-0.006,0.008,0.01,1719.0,1177.0,1.0
I_0[27],-0.559,0.336,-1.254,-0.019,0.008,0.01,1713.0,1192.0,1.0
I_0[28],-0.561,0.338,-1.236,-0.001,0.008,0.01,1682.0,1208.0,1.0
I_0[29],-0.558,0.338,-1.231,0.005,0.008,0.01,1678.0,1208.0,1.0
I_0[30],-0.52,0.334,-1.164,0.055,0.008,0.01,1674.0,1240.0,1.0
I_0[31],-0.501,0.332,-1.162,0.049,0.008,0.01,1695.0,1220.0,1.0
I_0[32],-0.494,0.331,-1.146,0.063,0.008,0.01,1707.0,1237.0,1.0
I_0[33],-0.491,0.331,-1.143,0.064,0.008,0.01,1710.0,1237.0,1.0
I_0[34],-0.493,0.33,-1.161,0.046,0.008,0.01,1711.0,1160.0,1.0
I_0[35],-0.5,0.33,-1.173,0.036,0.008,0.01,1718.0,1146.0,1.0
I_0[36],-0.546,0.337,-1.226,0.005,0.008,0.01,1707.0,1219.0,1.0
I_0[37],-0.682,0.369,-1.359,-0.049,0.009,0.011,1734.0,1388.0,1.0
I_0[38],-0.679,0.37,-1.349,-0.041,0.009,0.011,1754.0,1438.0,1.0
I_0[39],-0.625,0.36,-1.26,0.026,0.009,0.011,1798.0,1426.0,1.0
I_0[40],-0.613,0.357,-1.251,0.025,0.009,0.011,1808.0,1428.0,1.0
I_0[41],-0.569,0.348,-1.194,0.061,0.008,0.011,1842.0,1386.0,1.0
I_0[42],-0.482,0.331,-1.1,0.119,0.008,0.01,1918.0,1293.0,1.0
I_0[43],-0.195,0.291,-0.745,0.33,0.007,0.01,2167.0,1362.0,1.0
I_0[44],-0.081,0.282,-0.566,0.498,0.006,0.009,2188.0,1337.0,1.0
I_0[45],0.048,0.28,-0.418,0.615,0.006,0.009,2126.0,1355.0,1.0
I_0[46],0.067,0.28,-0.454,0.581,0.006,0.009,2109.0,1393.0,1.0
I_0[47],0.399,0.306,-0.15,0.983,0.007,0.009,1767.0,1487.0,1.0
I_0[48],0.411,0.308,-0.181,0.958,0.008,0.009,1756.0,1559.0,1.0
I_0[49],0.52,0.324,-0.076,1.096,0.008,0.009,1653.0,1187.0,1.0
I_0[50],0.53,0.326,-0.07,1.112,0.008,0.009,1643.0,1172.0,1.0
I_0[51],0.567,0.332,-0.003,1.19,0.008,0.009,1613.0,1407.0,1.0
I_0[52],0.572,0.333,0.003,1.198,0.008,0.009,1607.0,1387.0,1.0
I_0[53],0.576,0.334,0.008,1.21,0.008,0.009,1606.0,1387.0,1.0
I_0[54],0.497,0.32,-0.059,1.108,0.008,0.009,1686.0,1604.0,1.0
I_0[55],0.301,0.297,-0.195,0.936,0.007,0.009,1889.0,1645.0,1.0
I_0[56],0.136,0.285,-0.344,0.735,0.007,0.009,2030.0,1606.0,1.0
I_0[57],0.082,0.283,-0.419,0.642,0.007,0.009,2067.0,1516.0,1.0
