Record_ID,Date,Time,Frequency,Pin,Diameter corr.
63,22.07.2024,09:12:29,10kHz,No,None 

,Susceptibility[10-3SI],,Trigger data
1,0.2002,,0
2,0.2879,,0
3,0.2340,,0
4,0.1080,,0
5,0.0398,,0
6,0.0103,,0
7,0.0000,,0
8,0.0620,,0
9,0.1496,,0
10,0.2298,,0
11,0.4858,,0
12,0.5942,,0
13,0.4575,,0
14,0.3231,,0
15,0.3213,,0
16,0.2165,,0
17,0.1380,,0
18,0.2888,,0
19,0.3987,,0
20,0.4635,,0
21,0.4190,,0
22,0.3293,,0
23,0.4575,,0
24,0.2913,,0
25,0.0850,,0
26,0.0377,,0
27,0.0277,,0
28,0.0520,,0
29,0.0883,,0
30,0.0407,,0
31,0.0000,,0
32,0.0000,,0
33,0.0000,,0
34,0.0000,,0
35,0.0000,,0
36,0.0000,,0
37,0.0049,,0
38,0.0000,,0
39,0.0000,,0
40,0.0000,,0
41,0.0000,,0
42,0.0000,,0
43,0.0000,,0

,Min,Max,Avg
Kappa[10-3SI],0,0.594228,0.159124,
Sigma[Ohm.m],0,7.39227e+31,nan,
