Record_ID,Date,Time,Frequency,Pin,Diameter corr.
15,15.07.2024,14:51:22,10kHz,No,None 

,Susceptibility[10-3SI],,Trigger data
1,0.0088,,0
2,0.0230,,0
3,0.0311,,0
4,0.0617,,0
5,0.1071,,0
6,0.1724,,0
7,0.2722,,0
8,0.3248,,0
9,0.3586,,0
10,0.3466,,0
11,0.1971,,0
12,0.1520,,0
13,0.1196,,0
14,0.1290,,0
15,0.0905,,0
16,0.0764,,0
17,0.0819,,0
18,0.1021,,0
19,0.0915,,0
20,0.0579,,0
21,0.0370,,0
22,0.0523,,0
23,0.0766,,0
24,0.0267,,0
25,0.0038,,0
26,0.0000,,0
27,0.0000,,0
28,0.0137,,0
29,0.0666,,0
30,0.0869,,0
31,0.0296,,0
32,0.0120,,0
33,0.0000,,0
34,0.0000,,0
35,0.0000,,0
36,0.0000,,0
37,0.0000,,0
38,0.0000,,0
39,0.0000,,0
40,0.0000,,0
41,0.0000,,0
42,0.0000,,0
43,0.0000,,0
44,0.0000,,0
45,0.0000,,0
46,0.0162,,0
47,0.0460,,0
48,0.0333,,0

,Min,Max,Avg
Kappa[10-3SI],0,0.358624,0.0688582,
Sigma[S/m],0,7.39227e+31,nan,
